created_at,text,user,retweet_count,favorite_count,followers,is_verified
Tue Oct 25 13:00:00 +0000 2022,"Woof! You asked, we listened. Again! Were listing  $SHIB in the US. Read more here:",Bitstamp,1480,5116,529270,False
Sun Oct 30 17:55:13 +0000 2022,You missed $SHIB and Just listed CMC Don't miss $CORD - Still only 600k$ mcap! Check it Cordium wallet and swap is coming Website: Chart: Telegram,ShibaInuHodler,460,413,479400,False
Wed Oct 26 19:37:21 +0000 2022,Did you know that the Shiba Inu Ecosystem has its very own Mobile App game that will burn $SHIB with 5% profits? Let's Go !,ShibArmy_4Life,87,266,21772,False
Tue Oct 11 00:21:21 +0000 2022,Investing in is investing in our future.,ShibSpain,53,179,61679,False
Sat Oct 29 07:43:06 +0000 2022,"Congratulate SHIB on the new chain and the strategic cooperation between consensus laboratories Alpha Coin, Matcha and huobi. More good news will be released soon... Please wait",ShibInfo,199,840,613739,False
Sat Oct 29 18:52:24 +0000 2022,This is happening in Argentina. Our dear community members have told me that they are making this beautiful site for Shiba Inu Players. We will surely see combat events. Stay tuned. You are a rock  MASSIVE EXPANSION OF SHIBA INU. Woof woof!,ShibaXanders,392,1239,26930,False
Fri Oct 28 18:41:23 +0000 2022,"WAIT WHAT!? SHIBA INU || OVER $80,308,240 US DOLLARS!",Yourpop8,42,223,248173,False
Thu Oct 06 06:19:50 +0000 2022,"$SHIB I cried when I saw the sad reality. It seems they don't care about us Japanese. Out of the mosquito net It's a Japanese dog story, but, unfortunately, it wasn't available in Japanese # # # # #",SHIBjpn,54,276,8912,False
Sat Oct 22 18:16:37 +0000 2022,Can Shiba Inu ( $SHIB ) reach 1 CENT?,ShibaInuHodler,134,857,479400,False
Sat Oct 29 17:54:19 +0000 2022,: Shytoshi Kusama provides an update about,VinodJason,118,327,2639,False
Sun Oct 30 11:57:25 +0000 2022,Shiba Inu ( $SHIB ) Will Follow The Dogecoin ( $DOGE ) Pump Next Week!,ShibaInuHodler,110,644,479400,False
Sun Oct 30 22:42:07 +0000 2022,Shiba Inu: Shytoshi Provides An Update About,Shibsweety,62,175,4843,False
Mon Oct 17 00:16:49 +0000 2022,"A new establishment adds to the usability of Shiba Inu in Venezuela, this business belongs to a Holder who is starting in the world of fashion. Please welcome MUSAfashion. the 130 establishment to accept Shiba Inu as a payment method. Woof Link Instagram:",ShibaXanders,65,208,26930,False
Sat Oct 29 17:27:27 +0000 2022,SHIBA INU TO THE MOOOOOOOOOOOOOOONNNNN!!!!!!!!,Yourpop8,160,1011,248173,False
Thu Oct 27 00:40:52 +0000 2022,Shiba Inu is primed! Who is ready for the bull market? Pay attention to certain metrics! New video:,Yourpop8,64,295,248173,False
Thu Oct 06 00:20:16 +0000 2022,Why The Shiba Inu Price Could See Some Major Upside This Week via ,CryptoArmy555,56,174,21214,False
Wed Oct 26 08:23:12 +0000 2022,"$1,000 Investment in Shiba Inu Turns Into $19 Million in October 2022",cakebluewine,56,192,10308,False
Sun Oct 30 13:59:49 +0000 2022,Shiba Inu ( $SHIB ) SHIBARIUM IS GOING TO BE HUGE FOR CRYPTO!,SHIBpossessor,60,293,50388,False
Thu Oct 27 17:34:14 +0000 2022,TOP 10 MEME TOKENS BY SOCIAL SCORE 27.10.2022 1 $QUACK 2 $DOGE 3 $SHIB 4 5 $FLOKI 6 $TSUKA 7 $MONSTA 8 $PULI 9 $CATE $VINU,TheGemHunters,147,219,74712,
Sun Oct 30 17:55:13 +0000 2022,You missed $SHIB and Just listed CMC Don't miss $CORD - Still only 600k$ mcap! Check it Cordium wallet and swap is coming Website: Chart: Telegram,ShibaInuHodler,443,412,479402,
Thu Oct 27 15:32:32 +0000 2022,$SHIB TO $0.1 IN 2023? NO YES YES,ShibInfo,336,2320,613754,
Thu Oct 27 10:44:00 +0000 2022,"The beauty about $VOLT is that when: or start to , it's or $SHIB start to , it's start to , it's $UNI or start to , it's going to be",VoltInuOfficial,169,256,140609,
Sun Oct 30 16:17:28 +0000 2022,TOP 10 MEME BY SOCIAL DOMINANCE 30.10.2022 1 $DOGE 2 $SHIB 3 $QUACK 4 5 $PULI 6 $FLOKI 7 $TSUKA 8 $SPKY 9 $KIBA $ELON,TheGemHunters,54,128,74712,
Sat Oct 29 17:07:29 +0000 2022,You missed $SHIB $TSUKA $MRI and $CULT Utility Project Don't miss $CORD - Still only 500k$ mcap! Check it Cordium wallet and swap is coming Website: Chart: Telegram,DaCryptoGems,431,356,91738,
Sat Oct 29 11:13:15 +0000 2022,$SHIB = $1 Impossible Possible,ShibaInformer,278,3301,36721,
Thu Oct 27 23:45:48 +0000 2022,Big News For This Week $SHIB,ShibInfo,177,1131,613754,
Fri Oct 28 16:57:31 +0000 2022,Which is the next $SHIB?,Cetoex,44,196,103271,
Sat Oct 29 19:43:19 +0000 2022,$SHIB will make you millionaire! WOOF!,ShibInfo,184,1150,613754,
Sat Oct 29 15:24:22 +0000 2022,Smash LIKE if youre a $SHIB holder. WOOF!!,ShibInfo,169,1311,613754,
Thu Oct 27 20:49:13 +0000 2022,"The blockbuster deal between  and Twitter is being underestimated by the web 3 community. I've been reading between the lines and believe $DOGE. $SHIB, $DC, and $BONE are about to lead the crypto markets. Here's why $DOGE is a killer!",SmallCapScience,152,530,108256,
Thu Oct 27 10:23:38 +0000 2022,ELITE-TIER BY MOST SOCIAL CONTRIBUTORS IN 24HRS $QUACK 1.7K $SHIB 1.6K $FLOKI 572 $VINU 368 $MONSTA 339 $CATE 212 $PULI 210 $KIBA 180 $SPKY 136 $TAMA 77 WHICH ARMY IS THE BIGGEST? COMMENT BELOW,GenxAnalytics,195,259,41594,
Sun Oct 30 17:12:56 +0000 2022,"Has Sent you 50,000,000 $SHIB TURN ON NOTIFICATION",ShibInfo,232,1207,613754,
Thu Oct 27 00:21:44 +0000 2022,$SHIB Will be the Biggest Millionaire Club Do you agree!!,ShibInfo,171,1161,613754,
Thu Oct 27 05:19:57 +0000 2022,$Doge ATH is 80 billion. That means: $Doge is currently 8X away from its ATH. $Shib is currently 12X away from $Doge ATH. $Floki is currently 1150X away from $Doge ATH. Do what you wish with this information.,BenBuckwalter,60,199,91200,
Wed Oct 26 16:40:26 +0000 2022,Community shout out: $Shib $cult $DBNB $vxl $Tsuka,MajesticDrama,30,172,97068,
Thu Oct 27 20:00:00 +0000 2022,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss ________",BitKanOfficial,64,302,55330,
Wed Oct 26 15:01:22 +0000 2022,Shiba Inu (SHIB) hits new landmark in this long-term metric,ShibAlexander,52,198,36002,False
Tue Oct 25 07:46:10 +0000 2022,Shiba Inu Releases First Dunes Concept Art For Its Metaverse,ShibAlexander,48,186,36002,False
Mon Oct 17 14:14:17 +0000 2022,"On todays VIP Twitter Spaces AMA Series:  and  host ! Learn all about Volt Inu and what sets this token apart and what it takes to be part of , a community like no other! Do not miss this AMA! 4pm UTC",ShibaInuHodler,151,267,479400,False
Sat Oct 15 15:17:05 +0000 2022,Time to load-up more $VOLT! ( NFA ),ShibaInuHodler,127,248,479400,False
Sat Oct 15 14:43:45 +0000 2022,BREAKING: Shiba Inu ( $SHIB ) Game Gets 4.9 Rating Out of 5 On App Store.,CoinHubCC,247,1160,53035,False
Tue Oct 18 08:30:38 +0000 2022,Shiba Inus (SHIB) Shibarium in Testing Mode - Potential Launch Date Revealed - DailyCoin,cakebluewine,93,263,10308,False
Wed Oct 26 10:27:28 +0000 2022,"New Whale Buys 119B Shiba Inu, As $SHIB Breaks Critical Resistance",army_shiba,99,461,475926,False
Sat Oct 15 13:01:23 +0000 2022,will hit 0.001$ in the next bull run LFG WOOF,NinacryptoNC,25,166,2146,False
Thu Oct 13 00:23:08 +0000 2022,Shiba Inu ( $SHIB ) Gets Accepted by Google Cloud via Coinbase Commerce,SHIBaInu_QUEEN,44,276,2060,False
Fri Oct 28 02:50:28 +0000 2022,Mysterious Whale Adds 3.94 Trillion Shiba Inu,SHIBaInu_QUEEN,33,166,2060,False
Wed Oct 12 18:48:40 +0000 2022,Google announced a partnership with Coinbase to let Google Cloud customers pay for cryptocurrencies including $SHIB Smash the LIKE RT Let's Go! Grab these Gems $TREES $BONE $LEASH ,ShibainuCoin,342,1123,830209,False
Fri Oct 07 04:50:09 +0000 2022,Shiba Inu: Tracing 's ability to rebound from its newly found support As reported by ,SShillsalot,29,26,779,False
Sun Oct 30 22:00:12 +0000 2022,ICYMI: 's price has managed to surge 30% over the past seven days,Utoday_en,39,183,94788,False
Wed Oct 26 14:40:12 +0000 2022,Shiba Inu (SHIB) hits new landmark in this long-term metric,Utoday_en,113,401,94788,False
Wed Oct 26 08:18:34 +0000 2022,"New Whale Buys 119B Inu, As $SHIB Breaks Critical Resistance",LucieSHIB,101,390,167475,False
Mon Oct 17 15:42:21 +0000 2022,Ryoshi created Shiba Inu as an experiment to achieve full decentralization and no one can deny that the has achieved so much since the day $SHIB was created. Be proud to be a part of something bigger than yourself.,jds_updates,74,333,10381,False
Mon Oct 10 22:22:52 +0000 2022,#,shibainu_ponta,5,231,2527,False
Mon Oct 24 11:27:08 +0000 2022,BREAKING: Shiba Inu Got Accepted By Google Cloud,bitcoinlfgo,55,179,319376,False
Thu Oct 06 04:34:55 +0000 2022,Vaay artk dnya apnda Android ve iOS'ta yaynda.,shibaturkish,75,260,12075,False
Thu Oct 20 16:41:50 +0000 2022,Switzerland-based Crypto Platform Finally Lists Shiba Inu ( $SHIB),LucieSHIB,63,201,167475,False
Thu Oct 27 10:00:24 +0000 2022,Dinner with  &amp;  or 6.9 Billion $SHIB ? Be honest.,army_shiba,91,671,475926,
Sun Oct 30 00:55:18 +0000 2022,$SHIB is now worldwide. DROP YOUR FLAG BELOW to show the world how strong the truly is. RT+ to help us reach every country on the planet.,theshibdream,205,713,66912,
Thu Oct 27 11:52:02 +0000 2022,"Hey  in your World Cup-Themed Tokens article, you may actually want to mention  - the official blockchain of  and the . Instead it mentions $doge and $shib. I dont understand.   $algo",AlgoFamily,32,178,42804,
Sun Oct 30 11:04:05 +0000 2022,What's your favourite . $Shib,bitcoinlfgo,139,511,319376,
Sun Oct 23 09:34:33 +0000 2022,"Tomorrow youll receive 900,000,000.00 900,000,000.00 in $shib to the first 3000 people who follows and retweets retweet my pinned post",SHIBpossessor,712,990,50388,
Thu Oct 27 04:32:36 +0000 2022,Bought $Shib and slept. Woke up with beautiful profit. I like this thing,bull_bnb,102,764,461713,
Wed Oct 26 23:00:38 +0000 2022,First time ever I am buying $Shib. Just tell me is it enough or should I buy more?,bull_bnb,131,1021,461713,
Thu Oct 27 13:10:33 +0000 2022,"$SHI  is giga sending.. This is in a really good spot now, with most of the top holders being believers who aren't looking at taking profits any time soon. A storm is coming with a very strong narrative. The cope for missoors will be strong. $SHIB",EricCryptoman,43,130,257610,
Sun Oct 30 21:05:24 +0000 2022,How much money you would have if $SHIB reaches 0.1 ?,ShibInfo,157,1030,613739,
Sat Oct 29 15:18:21 +0000 2022,$shib $elon,lowkeyrich_,39,219,363051,
Sun Oct 30 00:00:01 +0000 2022,Buying More $SHIB.,JakeGagain,27,168,388220,
Wed Oct 26 23:21:40 +0000 2022,Just realised it's my second purchase of $Shib. Best thing to do is buy and remove to a wallet which doesn't show you price fluctuations,bull_bnb,37,266,461713,
Sat Oct 29 10:01:47 +0000 2022,Top Gainers in Ecosystem Last 24 Hours $CEEK  $DOGE  $GTC  $SFM  $SHIB  $MINIFOOTBALL  $PIG  $APE  $CELR  $C98 ,bsc_daily,82,315,800855,
Sun Oct 30 10:17:38 +0000 2022,Top Gainers in Ecosystem Last 24 Hours $MARVIN  $BOXC  $CHH  $ELON  $DOGE  $MASK  $ZINU  $KIBA  $SHIB  $BABYDOGE ,bsc_daily,91,298,800855,
Sat Oct 29 04:55:49 +0000 2022,6.9 $DOGE or 6.9 Billion $SHIB ? Be honest.,army_shiba,84,688,475926,
Thu Oct 27 22:33:00 +0000 2022,$100 8 Hours RT &amp; Quote RT to  s pin with one of the $SHIB $SHIBA,TheRavenCrypto,655,135,1130090,
Sat Oct 29 15:57:58 +0000 2022,Who let the dogs out? $DOGE $SHIB $FLOKI,100bviking,73,295,61588,
Wed Oct 19 23:45:00 +0000 2022,Just in : New SHIB Whale Buys 3 Trillion Coins worth $34 Million,ShibalnuNews,83,369,381535,
Sun Oct 16 10:48:28 +0000 2022,"Shiba Inu, ,",SunflowerFromJ2,15,988,8368,
Thu Oct 27 18:25:35 +0000 2022,"People who invested $1.000 during the starting phase of Shiba Inu and kept it, can now enjoy a whopping $19 million. Even though the coin trades 88% below its All Time High.",Blockbulletin_,50,180,904,
Wed Oct 19 15:25:19 +0000 2022,"BREAKING: $SHIB Rated 2nd Most Secure Crypto by CertiK, Behind MATIC!",ShibalnuNews,158,721,381535,
Wed Oct 19 16:47:54 +0000 2022,People are saying $SHIB is going back to an all time high!,ShibalnuNews,76,437,381535,
Wed Oct 19 15:28:18 +0000 2022,Press LIKE for $SHIB to have a good day tomorrow!!,ShibalnuNews,29,230,381535,
Thu Oct 20 12:44:05 +0000 2022,BREAKING: $SHIB is now the most traded cryptocurrency in India. (Please LIKE and RT to spread the word),ShibalnuNews,130,496,381535,
Fri Oct 28 17:52:55 +0000 2022,Shiba Inu Releases Dunes Second Concept Art For $SHIB Metaverse,LucieSHIB,99,333,167466,
Mon Oct 03 13:31:19 +0000 2022,right sana really does look like a shiba inu with leash,sanadorabel,322,1263,22835,
Fri Oct 28 05:31:15 +0000 2022,"There is a coin.. I called months ago at 8k mc and it did over 100x in 5 minutes and after 4 days over 1000x's. That tweet went viral and holds my record. Short story: it's railing again and they claim themselves ""the shiba inu killer"" Might post more about it sewnnn.",cryptoskullx,27,256,145269,
Wed Oct 26 08:19:24 +0000 2022,"New Whale Buys 119B Inu, As $SHIB Breaks Critical Resistance",thecryptobasic,48,163,64233,
Fri Oct 07 17:12:28 +0000 2022,Konu speklatif altcoinlere yatrm yapmak olduunda SHIB en byk oyunculardan biridir.Fiyat yl boyunca nispeten dalgalyd. Ancak eskisi gibi sramalarda gsteriyor. Bu da Shibay bu tr yatrmlarn bir paras haline getiriyor. Senenin son eyreinde hareket bekliyorum..,zeypump,5,197,130025,
Sun Oct 30 14:15:09 +0000 2022,Shiba Inu ba gelitiricisi yaknda shiba iin yeni gncellemenin yolda olduunu duyurdu. Yeni gncelleme neyle ilgili acaba $SHIB sevdallar??,CryptoPNZ,30,151,103697,
Sun Oct 23 20:42:20 +0000 2022,Thank you $SHIB Family. I have just reached 20000 Followers thanks to all of you in the . Words cannot express how I truly feel about all of your support over the last year. I am truly humbled &amp; want you all to know I will always fight for a,theshibdream,45,238,66912,False
Tue Oct 25 16:35:42 +0000 2022,Why are people selling $SHIB for $THE?,EricCryptoman,91,222,257610,False
Thu Oct 20 06:27:09 +0000 2022,Will $THE flip $SHIB?,JasonCryptoFTW,39,150,81059,False
Mon Oct 24 12:15:06 +0000 2022,Dump your $SHIB for his girlfriend $SHI and thank  later,EricCryptoman,40,162,257610,False
Wed Oct 19 13:29:35 +0000 2022,"1/2 Woof Alert: the long-awaited (by some ) listing of  $SHIB is here! Read why we think this listing, voted by our community, is important:",swissborg,260,747,245353,False
Mon Oct 17 20:38:00 +0000 2022,Who will hit $1 first? $SHIB $LUNC,MEXC_Official,285,3806,1905907,False
Sat Oct 29 15:00:17 +0000 2022,You can pick only two : $VET $XRP $BTC $BNB $ETH $ATLAS $DOGE $ADA $SFM $MATIC $CRO $AVAX $SHIB $MCRT,cryptojack,23,151,450055,False
Tue Oct 25 07:37:21 +0000 2022,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss $_____",darcydonavan,28,151,233774,False
Thu Oct 27 00:00:53 +0000 2022,$50 3 Hours RT &amp; Quote RT to  s pin with one of the hashtag $BTC $ETH $SHIB,TheRavenCrypto,399,77,1130090,False
Tue Oct 25 12:45:35 +0000 2022,4 &amp; .  x Shiba Happy Day . $SHI $SHIB,EricCryptoman,17,51,257610,False
Thu Oct 27 16:21:43 +0000 2022,20 REASONS WHY $THE IS THE NEXT $SHIB There is currently a lot of hype and mystery surrounding this project and I have picked the most important alpha for you to be aware of so you don't miss what is happening. A thread...,JasonCryptoFTW,206,367,81059,False
Wed Oct 26 11:26:42 +0000 2022,'s strong utility gives it an edge over $DOGE and $SHIB! Locker is targeting a section of the industry with over $2.8 billion in annual value. This thread gives an overview of why FlokiFi Locker is unique and what it means for $FLOKI:,100bviking,155,370,61588,False
Sun Oct 30 12:46:47 +0000 2022,Im going all out and buying $33 of $SHIB. Dont try to stop me. Dont @ me.,davidgokhshtein,61,659,801742,False
Wed Oct 26 13:16:37 +0000 2022,Youll be seeing a lot more of these notifications. Jim Cramer himself said its going to zero. Legal framework already done. This will be a viral meme in the crypto &amp; stock world. Think $GME &amp; $SHIB combined. $CRAMER gonna shock people ,EricCryptoman,48,134,257610,False
Fri Oct 28 11:31:00 +0000 2022,Which is the next $SHIB?,okx,476,1112,5729498,False
Thu Oct 27 18:13:56 +0000 2022,$FLOKI finally launched their Locker crypto locker protocol on mainnet and this is looking really good. With $DOGE and $SHIB having a mini run right now there couldn't have been better timing!,easyeight08,83,223,190131,False
Mon Oct 24 09:53:50 +0000 2022,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss $_____",BSCGemsAlert,113,695,587959,False
Sat Oct 29 16:31:24 +0000 2022,Wont be surprised to see both $DOGE and $SHIB be in the Top 10 by the end of this weekend.,davidgokhshtein,195,1121,801742,False
Wed Oct 12 16:06:05 +0000 2022,Users Can Now Shop Online on Etsy Using Shiba Inu,ShibAlexander,46,208,36002,False
Fri Oct 21 14:24:32 +0000 2022,Shiba Inu $SHIB has been listed on the Swissborg crypto exchange. calls for $BONE Binance listings,ShibAlexander,74,292,36002,False
Mon Oct 24 15:21:28 +0000 2022,Two Innovative Real Estate Brands Add Shiba Inu As Payment,ShibAlexander,41,199,36002,False
Thu Oct 20 16:50:41 +0000 2022,Switzerland-based Crypto Platform Swissborg Finally Lists Shiba Inu (SHIB),ShibAlexander,56,236,36002,False
Tue Oct 11 21:19:14 +0000 2022,"SHIBA INU || WHALES JUST BOUGHT ANOHER $70,000,000,000 TOKENS! WHY!?",Yourpop8,61,268,248173,False
Tue Oct 11 11:35:44 +0000 2022,"$WFN WAIF INU AN AWARENESS TOKEN. WE HAVE STARTED THIS PROJECT TO PROTECT ALL ANIMALS THAT ARE TORTURED, THROWN OUT, BEATEN, KILLED AND STARVED. New Shiba Loading BUY:",SolarisCryptoTR,4115,4397,5688,False
Wed Oct 12 06:48:24 +0000 2022,Ryoshis vision for Shiba Inu ( $SHIB ) has came to an end. Is $TSUKA the reason?,WhalesHQ,103,413,347106,False
Fri Oct 07 20:01:00 +0000 2022,THE GREEN CHECKMARK GOALS OF 1 - FLIPPED THE DOUBTERS 2 - FLIPPED $DC 3- WILL FLIP $APE 4- WILL FLIP $SHIBA INU $SHIB 5- WILL FLIP $DOGE $POM,iambroots,65,140,109801,False
Wed Oct 12 17:34:11 +0000 2022,JUST IN: Bitmex will be listing Shiba Inu ( $SHIB ).,ShibalnuNews,49,249,381530,False
Wed Oct 12 13:04:33 +0000 2022,"This project, which allows you to earn free Shiba Inu by standing still, is a real must-have coin. It has the potential to make 100x Coinmarketcap link; Telegram group;",OzgurB0rsa,15,84,65450,False
Thu Oct 20 16:43:56 +0000 2022,Switzerland-based Crypto Platform Finally Lists Inu ( $SHIB),thecryptobasic,49,144,64238,False
Sat Oct 15 05:25:03 +0000 2022,- -- 2022/11/11 (),shibadog4869,233,451,12865,False
Sun Oct 30 03:39:56 +0000 2022,Gizemli bir Shiba Inu (SHIB) balinas aniden Ethereum blockchain zerinde 3.9 trilyon SHIB token ieren dev bir transfer gerekletirdi.,kriptozenciii,27,273,210329,False
Sat Oct 15 01:11:38 +0000 2022,BREAKING: Shiba Inu ( $SHIB ) Game Gets 4.9 Rating Out of 5 On App Store.,ShibInfo,153,840,613754,
Mon Oct 17 17:04:29 +0000 2022,Shiba Inus ( $SHIB) in Testing Mode Potential Launch Date Revealed,LucieSHIB,123,366,167466,
Mon Oct 17 09:42:55 +0000 2022,Shiba Inu ( $SHIB) Price Could Break Out Within the Next Few Days,LucieSHIB,86,288,167466,
Wed Oct 19 08:25:16 +0000 2022,New Shiba Inu Whale Emerges As It Bags Over 3 Trillion $SHIB,LucieSHIB,59,233,167466,
Fri Oct 14 12:42:34 +0000 2022,Shiba Inus ( $SHIB) Price Reclaims Support as SHIB Burn Rate Shoots Up 590% - DailyCoin,LucieSHIB,52,211,167466,
Tue Oct 25 11:12:52 +0000 2022,Whats one you cant afford to ignore if you missed $SHIB last year?,lourdesanchezok,22,123,1339899,
Fri Oct 28 20:41:58 +0000 2022,Which is the next $SHIB?,BSCGemsAlert,50,307,587854,
Fri Oct 28 15:56:45 +0000 2022,Im not allowed to have $SHIB if I want to talk about $DOGE. Stated to me from a few DOGE community members.,davidgokhshtein,62,758,801747,
Sat Oct 29 19:13:32 +0000 2022,"With $DOGE and $SHIB mooning, people are praying for their that are on life support to do something.",davidgokhshtein,52,337,801747,
Sat Oct 29 16:01:24 +0000 2022,$DOGE is doing great. Waiting for it to cool down. But $SHIB is starting to turn on its engines. I had plans this weekend. Those plans have changed.,davidgokhshtein,134,1017,801747,
Sat Oct 29 16:43:13 +0000 2022,"After my workout Ill add a bit more $SHIB should have done it a few days ago, but Ill DCA if anything.",davidgokhshtein,42,321,801747,
Sat Oct 29 15:35:16 +0000 2022,How many of you bought $Shib with me? Honest answers only and if you are in profit stand up and clap for yourself.,bull_bnb,48,398,461730,
Thu Oct 27 18:24:49 +0000 2022,$DOGE and $SHIB leading a mini run and $FLOKI just launched it's crypto locker protocol on mainnet! I'm bullish on projects that are building!,CryptoNewton,94,269,273063,
Fri Oct 28 11:01:02 +0000 2022,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss",BSCGemsAlert,57,328,587854,
Sun Oct 30 16:23:51 +0000 2022,I love but my a** will not be left behind. Because who the f*** knows. $DOGE or $SHIB might even up being the global currency of the world.,davidgokhshtein,35,192,801747,
Sat Oct 29 01:34:16 +0000 2022,"Im extremely bullish $DOGE, so ofc $SHIB is a no brainer.",CryptoKaleo,49,704,699208,
Tue Oct 11 06:40:42 +0000 2022,"Tried to explain over drinks - well, first, youll have to get your fella forged - whats a fella? - hmmm its a Japanese Shiba Inu dog - I thought those were foxes - anyway, but to get started you donate to the Georgian Legion - you know - the wolfs - WHAT?",ChakhoyanAndrew,81,798,17355,
Tue Oct 11 07:13:53 +0000 2022,JUST IN: Bitmex will be listing Shiba Inu ( $SHIB ).,WhalesHQ,89,569,347116,
Wed Oct 12 06:00:28 +0000 2022,JUST IN: You can now purchase Shiba Inu ( $SHIB ) on BitPay by using a prepaid debit card!,WhalesHQ,59,279,347116,
Sun Oct 23 19:24:35 +0000 2022,JUST IN: The Shiba Inu ( $SHIB ) game Shiba Eternity is now ranked in card games on the app store.,WhalesHQ,102,445,347116,
Wed Oct 12 06:42:04 +0000 2022,"JUST IN: The Shiba Inu team has completely taken over the $SHIB burn portal, announcing an end to the relationship with Ryoshi Vision",WhalesHQ,84,396,347116,
Sat Oct 22 17:25:12 +0000 2022,Inu's sets new ranking in whale utility $BONE ,Utoday_en,126,379,94798,
Tue Oct 25 10:31:22 +0000 2022,DAILY CRYPTOMARKET REVIEW $BTC $ETH $EVMOS $APT $KLAY $CHZ $HT $THETA $CULT $MLK $QUACK $DC $ABBC $SHIB $ADA $LUNC $CRO $FIL $CANTO,CryptoDiffer,84,112,282685,False
Sun Oct 23 10:00:19 +0000 2022,Which is the next $SHIB ?,cryptojack,114,691,450055,False
Thu Oct 06 15:39:40 +0000 2022,$LUNC or $SHIB?,TheMoonNaty,40,238,36738,False
Mon Oct 24 05:00:13 +0000 2022,What is the best BUY right NOW!? $SHIB $ETH $BTC,cryptojack,32,204,450055,False
Wed Oct 19 09:22:39 +0000 2022,Whales buying $SHIB,army_shiba,85,393,475926,False
Fri Oct 21 17:42:57 +0000 2022,"I think i have 1,000,000 $shib sitting somewhere that i will give away.",MajesticDrama,39,172,97069,False
Mon Oct 24 04:10:08 +0000 2022,$shib getting ready for a big run soon ,lowkeyrich_,76,424,363051,False
Sat Oct 22 15:17:35 +0000 2022,They have played with $shib long enough. 100x,lowkeyrich_,20,136,363051,False
Thu Oct 06 10:40:11 +0000 2022,"If $GVR reaches $SHIB's current market cap, its price would be $0.000000135. That makes 86x! You can now compare Grove and Shiba Inu with over 3500 coins at",comparemcap,103,324,30411,False
Thu Oct 06 15:06:48 +0000 2022,"If $QUACK reaches $SHIB's current market cap, its price would be $0.00000015. That makes 159x! You can now compare RichQUACK and Shiba Inu with over 3500 coins at",comparemcap,95,165,30411,False
Mon Oct 10 20:16:47 +0000 2022,"If $QUACK reaches $DOGE's current market cap, its price would be $0.00000018. That makes 122x! You can now compare RichQUACK and Shiba Inu with over 3500 coins at",comparemcap,169,218,30411,False
Mon Oct 17 13:23:57 +0000 2022,Shiba Inu (SHIB) Price Could Break Out Within the Next Few Days,cakebluewine,97,337,10308,False
Wed Oct 12 22:27:42 +0000 2022,"Shiba Inu Trending with 9,540 Tweets!",ShibArmy_4Life,35,200,21772,False
Wed Oct 05 21:01:15 +0000 2022,much-anticipated game is on track to be released tomorrow In $SHIB We HODL LIKE ReTweet Secure your Future Gems! $TREES $BONE $LEASH ,ShibainuCoin,174,602,830209,False
Sat Oct 22 17:02:10 +0000 2022,You missed? $SHIB $THE and $DIE? Don't miss $CORD only 220k mcap! Cordium wallet and swap is coming Definitely check it Website: Chart Telegram:,ShibInfo,483,447,613739,False
Tue Oct 18 14:42:00 +0000 2022,$SHIB Holders reached 1.224 Million,army_shiba,58,324,475926,False
Mon Oct 17 07:00:01 +0000 2022,Top Trending on Today: $QUACK $QNT $BTC $ETH $LUNC $SHIB $LINK $ADA $APE      Get them here: : :,BitKanOfficial,110,206,55306,False
Tue Oct 25 15:00:02 +0000 2022,Top Trending on Today: $QUACK $PIT $APTOS $BTC $ETH $MATIC $SHIB $UNI $CULT      Get them here: : :,BitKanOfficial,105,228,55306,False
Thu Oct 06 15:06:48 +0000 2022,"If $QUACK reaches $SHIB's current market cap, its price would be $0.00000015. That makes 159x! You can now compare RichQUACK and Shiba Inu with over 3500 coins at",comparemcap,95,165,30411,False
Wed Oct 12 19:00:16 +0000 2022," Well... $SHIB social activity has trended down over the last 3-months while $TSUKA social activity has increased and is trending up. Also, $TSUKA's community is smaller and has more room to grow. Does this information impact anyone's decision",LunarCrush,101,205,312766,False
Tue Oct 18 17:38:57 +0000 2022,"$THE in 2022 is your next chance at $SHIB in 2021 This is the closest you'll ever get to that type of opportunity again, and you're still early since $THE isn't even a week old I bought back some  on this dip TG:",LilMoonLambo,71,223,215127,False
Sun Oct 23 11:04:06 +0000 2022,"$WCI the $SHIB of football , first movers are a no brainer. Im In !",davidaddy60,84,264,5853,False
Wed Oct 19 15:13:42 +0000 2022,Which has more utilities: $SHIB or $DOGE?,CoinHubCC,56,460,53035,False
