created_at,user,retweet_count,favorite_count,followers,is_verified,clean_text,sentiment
Thu Oct 27 00:21:44 +0000 2022,ShibInfo,171,1161,613754,,$SHIB Will be the Biggest Millionaire Club Do you agree!!,Positive
Thu Oct 27 05:19:57 +0000 2022,BenBuckwalter,60,199,91200,,$Doge ATH is 80 billion. That means: $Doge is currently 8X away from its ATH. $Shib is currently 12X away from $Doge ATH. $Floki is currently 1150X away from $Doge ATH. Do what you wish with this information.,Neutral
Thu Oct 27 20:00:00 +0000 2022,BitKanOfficial,64,302,55330,,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss ________",Positive
Wed Oct 26 15:01:22 +0000 2022,ShibAlexander,52,198,36002,False,Shiba Inu (SHIB) hits new landmark in this long-term metric,Positive
Tue Oct 25 07:46:10 +0000 2022,ShibAlexander,48,186,36002,False,Shiba Inu Releases First Dunes Concept Art For Its Metaverse,Positive
Mon Oct 17 14:14:17 +0000 2022,ShibaInuHodler,151,267,479400,False,"On todays VIP Twitter Spaces AMA Series: and host ! Learn all about Volt Inu and what sets this token apart and what it takes to be part of , a community like no other! Do not miss this AMA! 4pm UTC",Neutral
Sat Oct 15 15:17:05 +0000 2022,ShibaInuHodler,127,248,479400,False,Time to load-up more $VOLT! ( NFA ),Neutral
Sat Oct 15 14:43:45 +0000 2022,CoinHubCC,247,1160,53035,False,BREAKING: Shiba Inu ( $SHIB ) Game Gets 4.9 Rating Out of 5 On App Store.,Positive
Tue Oct 18 08:30:38 +0000 2022,cakebluewine,93,263,10308,False,Shiba Inus (SHIB) Shibarium in Testing Mode - Potential Launch Date Revealed - DailyCoin,Positive
Wed Oct 26 10:27:28 +0000 2022,army_shiba,99,461,475926,False,"New Whale Buys 119B Shiba Inu, As $SHIB Breaks Critical Resistance",Positive
Sat Oct 15 13:01:23 +0000 2022,NinacryptoNC,25,166,2146,False,will hit 0.001$ in the next bull run LFG WOOF,Positive
Thu Oct 13 00:23:08 +0000 2022,SHIBaInu_QUEEN,44,276,2060,False,Shiba Inu ( $SHIB ) Gets Accepted by Google Cloud via Coinbase Commerce,Positive
Fri Oct 28 02:50:28 +0000 2022,SHIBaInu_QUEEN,33,166,2060,False,Mysterious Whale Adds 3.94 Trillion Shiba Inu,Positive
Wed Oct 12 18:48:40 +0000 2022,ShibainuCoin,342,1123,830209,False,Google announced a partnership with Coinbase to let Google Cloud customers pay for cryptocurrencies including $SHIB Smash the LIKE RT Let's Go! Grab these Gems $TREES $BONE $LEASH,Positive
Fri Oct 07 04:50:09 +0000 2022,SShillsalot,29,26,779,False,Shiba Inu: Tracing 's ability to rebound from its newly found support As reported by,Neutral
Sun Oct 30 22:00:12 +0000 2022,Utoday_en,39,183,94788,False,ICYMI: 's price has managed to surge 30% over the past seven days,Positive
Wed Oct 26 14:40:12 +0000 2022,Utoday_en,113,401,94788,False,Shiba Inu (SHIB) hits new landmark in this long-term metric,Positive
Wed Oct 26 08:18:34 +0000 2022,LucieSHIB,101,390,167475,False,"New Whale Buys 119B Inu, As $SHIB Breaks Critical Resistance",Positive
Mon Oct 17 15:42:21 +0000 2022,jds_updates,74,333,10381,False,Ryoshi created Shiba Inu as an experiment to achieve full decentralization and no one can deny that the has achieved so much since the day $SHIB was created. Be proud to be a part of something bigger than yourself.,Positive
Mon Oct 24 11:27:08 +0000 2022,bitcoinlfgo,55,179,319376,False,BREAKING: Shiba Inu Got Accepted By Google Cloud,Positive
Thu Oct 20 16:41:50 +0000 2022,LucieSHIB,63,201,167475,False,Switzerland-based Crypto Platform Finally Lists Shiba Inu ( $SHIB),Positive
Thu Oct 27 10:00:24 +0000 2022,army_shiba,91,671,475926,,Dinner with &amp; or 6.9 Billion $SHIB ? Be honest.,Neutral
Thu Oct 27 04:32:36 +0000 2022,bull_bnb,102,764,461713,,Bought $Shib and slept. Woke up with beautiful profit. I like this thing,Positive
Wed Oct 26 23:00:38 +0000 2022,bull_bnb,131,1021,461713,,First time ever I am buying $Shib. Just tell me is it enough or should I buy more?,Positive
Thu Oct 27 13:10:33 +0000 2022,EricCryptoman,43,130,257610,,"$SHI is giga sending.. This is in a really good spot now, with most of the top holders being believers who aren't looking at taking profits any time soon. A storm is coming with a very strong narrative. The cope for missoors will be strong. $SHIB",Positive
Sat Oct 29 15:18:21 +0000 2022,lowkeyrich_,39,219,363051,,$shib $elon,Neutral
Sun Oct 30 00:00:01 +0000 2022,JakeGagain,27,168,388220,,Buying More $SHIB.,Positive
Wed Oct 26 23:21:40 +0000 2022,bull_bnb,37,266,461713,,Just realised it's my second purchase of $Shib. Best thing to do is buy and remove to a wallet which doesn't show you price fluctuations,Positive
Sat Oct 29 10:01:47 +0000 2022,bsc_daily,82,315,800855,,Top Gainers in Ecosystem Last 24 Hours $CEEK $DOGE $GTC $SFM $SHIB $MINIFOOTBALL $PIG $APE $CELR $C98,Positive
Sun Oct 30 10:17:38 +0000 2022,bsc_daily,91,298,800855,,Top Gainers in Ecosystem Last 24 Hours $MARVIN $BOXC $CHH $ELON $DOGE $MASK $ZINU $KIBA $SHIB $BABYDOGE,Positive
Sat Oct 29 04:55:49 +0000 2022,army_shiba,84,688,475926,,6.9 $DOGE or 6.9 Billion $SHIB ? Be honest.,Neutral
Sat Oct 29 15:57:58 +0000 2022,100bviking,73,295,61588,,Who let the dogs out? $DOGE $SHIB $FLOKI,Positive
Wed Oct 19 23:45:00 +0000 2022,ShibalnuNews,83,369,381535,,Just in : New SHIB Whale Buys 3 Trillion Coins worth $34 Million,Positive
Sun Oct 16 10:48:28 +0000 2022,SunflowerFromJ2,15,988,8368,,"Shiba Inu, ,",Neutral
Thu Oct 27 18:25:35 +0000 2022,Blockbulletin_,50,180,904,,"People who invested $1.000 during the starting phase of Shiba Inu and kept it, can now enjoy a whopping $19 million. Even though the coin trades 88% below its All Time High.",Positive
Wed Oct 19 15:25:19 +0000 2022,ShibalnuNews,158,721,381535,,"BREAKING: $SHIB Rated 2nd Most Secure Crypto by CertiK, Behind MATIC!",Positive
Wed Oct 19 16:47:54 +0000 2022,ShibalnuNews,76,437,381535,,People are saying $SHIB is going back to an all time high!,Positive
Thu Oct 20 12:44:05 +0000 2022,ShibalnuNews,130,496,381535,,BREAKING: $SHIB is now the most traded cryptocurrency in India. (Please LIKE and RT to spread the word),Positive
Fri Oct 28 17:52:55 +0000 2022,LucieSHIB,99,333,167466,,Shiba Inu Releases Dunes Second Concept Art For $SHIB Metaverse,Positive
Fri Oct 28 05:31:15 +0000 2022,cryptoskullx,27,256,145269,,"There is a coin.. I called months ago at 8k mc and it did over 100x in 5 minutes and after 4 days over 1000x's. That tweet went viral and holds my record. Short story: it's railing again and they claim themselves ""the shiba inu killer"" Might post more about it sewnnn.",Positive
Wed Oct 26 08:19:24 +0000 2022,thecryptobasic,48,163,64233,,"New Whale Buys 119B Inu, As $SHIB Breaks Critical Resistance",Positive
Fri Oct 07 17:12:28 +0000 2022,zeypump,5,197,130025,,Konu speklatif altcoinlere yatrm yapmak olduunda SHIB en byk oyunculardan biridir.Fiyat yl boyunca nispeten dalgalyd. Ancak eskisi gibi sramalarda gsteriyor. Bu da Shibay bu tr yatrmlarn bir paras haline getiriyor. Senenin son eyreinde hareket bekliyorum..,Positive
Sun Oct 30 14:15:09 +0000 2022,CryptoPNZ,30,151,103697,,Shiba Inu ba gelitiricisi yaknda shiba iin yeni gncellemenin yolda olduunu duyurdu. Yeni gncelleme neyle ilgili acaba $SHIB sevdallar??,Positive
Sun Oct 23 20:42:20 +0000 2022,theshibdream,45,238,66912,False,Thank you $SHIB Family. I have just reached 20000 Followers thanks to all of you in the . Words cannot express how I truly feel about all of your support over the last year. I am truly humbled &amp; want you all to know I will always fight for a,Positive
Tue Oct 25 16:35:42 +0000 2022,EricCryptoman,91,222,257610,False,Why are people selling $SHIB for $THE?,Neutral
Thu Oct 20 06:27:09 +0000 2022,JasonCryptoFTW,39,150,81059,False,Will $THE flip $SHIB?,Neutral
Mon Oct 24 12:15:06 +0000 2022,EricCryptoman,40,162,257610,False,Dump your $SHIB for his girlfriend $SHI and thank later,Negative
Wed Oct 19 13:29:35 +0000 2022,swissborg,260,747,245353,False,"1/2 Woof Alert: the long-awaited (by some ) listing of $SHIB is here! Read why we think this listing, voted by our community, is important:",Positive
Mon Oct 17 20:38:00 +0000 2022,MEXC_Official,285,3806,1905907,False,Who will hit $1 first? $SHIB $LUNC,Neutral
Tue Oct 25 07:37:21 +0000 2022,darcydonavan,28,151,233774,False,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss $_____",Positive
Thu Oct 27 16:21:43 +0000 2022,JasonCryptoFTW,206,367,81059,False,20 REASONS WHY $THE IS THE NEXT $SHIB There is currently a lot of hype and mystery surrounding this project and I have picked the most important alpha for you to be aware of so you don't miss what is happening. A thread...,Positive
Wed Oct 26 11:26:42 +0000 2022,100bviking,155,370,61588,False,'s strong utility gives it an edge over $DOGE and $SHIB! Locker is targeting a section of the industry with over $2.8 billion in annual value. This thread gives an overview of why FlokiFi Locker is unique and what it means for $FLOKI:,Positive
Sun Oct 30 12:46:47 +0000 2022,davidgokhshtein,61,659,801742,False,Im going all out and buying $33 of $SHIB. Dont try to stop me. Dont @ me.,Positive
Wed Oct 26 13:16:37 +0000 2022,EricCryptoman,48,134,257610,False,Youll be seeing a lot more of these notifications. Jim Cramer himself said its going to zero. Legal framework already done. This will be a viral meme in the crypto &amp; stock world. Think $GME &amp; $SHIB combined. $CRAMER gonna shock people,Negative
Fri Oct 28 11:31:00 +0000 2022,okx,476,1112,5729498,False,Which is the next $SHIB?,Positive
Thu Oct 27 18:13:56 +0000 2022,easyeight08,83,223,190131,False,$FLOKI finally launched their Locker crypto locker protocol on mainnet and this is looking really good. With $DOGE and $SHIB having a mini run right now there couldn't have been better timing!,Positive
Mon Oct 24 09:53:50 +0000 2022,BSCGemsAlert,113,695,587959,False,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss $_____",Positive
Sat Oct 29 16:31:24 +0000 2022,davidgokhshtein,195,1121,801742,False,Wont be surprised to see both $DOGE and $SHIB be in the Top 10 by the end of this weekend.,Positive
Fri Oct 21 14:24:32 +0000 2022,ShibAlexander,74,292,36002,False,Shiba Inu $SHIB has been listed on the Swissborg crypto exchange. calls for $BONE Binance listings,Positive
Mon Oct 24 15:21:28 +0000 2022,ShibAlexander,41,199,36002,False,Two Innovative Real Estate Brands Add Shiba Inu As Payment,Positive
Thu Oct 20 16:50:41 +0000 2022,ShibAlexander,56,236,36002,False,Switzerland-based Crypto Platform Swissborg Finally Lists Shiba Inu (SHIB),Positive
Tue Oct 11 21:19:14 +0000 2022,Yourpop8,61,268,248173,False,"SHIBA INU || WHALES JUST BOUGHT ANOHER $70,000,000,000 TOKENS! WHY!?",Positive
Wed Oct 12 06:48:24 +0000 2022,WhalesHQ,103,413,347106,False,Ryoshis vision for Shiba Inu ( $SHIB ) has came to an end. Is $TSUKA the reason?,Negative
Fri Oct 07 20:01:00 +0000 2022,iambroots,65,140,109801,False,THE GREEN CHECKMARK GOALS OF 1 - FLIPPED THE DOUBTERS 2 - FLIPPED $DC 3- WILL FLIP $APE 4- WILL FLIP $SHIBA INU $SHIB 5- WILL FLIP $DOGE $POM,Positive
Wed Oct 12 17:34:11 +0000 2022,ShibalnuNews,49,249,381530,False,JUST IN: Bitmex will be listing Shiba Inu ( $SHIB ).,Positive
Wed Oct 12 13:04:33 +0000 2022,OzgurB0rsa,15,84,65450,False,"This project, which allows you to earn free Shiba Inu by standing still, is a real must-have coin. It has the potential to make 100x Coinmarketcap link; Telegram group;",Positive
Thu Oct 20 16:43:56 +0000 2022,thecryptobasic,49,144,64238,False,Switzerland-based Crypto Platform Finally Lists Inu ( $SHIB),Positive
Sun Oct 30 03:39:56 +0000 2022,kriptozenciii,27,273,210329,False,Gizemli bir Shiba Inu (SHIB) balinas aniden Ethereum blockchain zerinde 3.9 trilyon SHIB token ieren dev bir transfer gerekletirdi.,Neutral
Sat Oct 15 01:11:38 +0000 2022,ShibInfo,153,840,613754,,BREAKING: Shiba Inu ( $SHIB ) Game Gets 4.9 Rating Out of 5 On App Store.,Positive
Mon Oct 17 17:04:29 +0000 2022,LucieSHIB,123,366,167466,,Shiba Inus ( $SHIB) in Testing Mode Potential Launch Date Revealed,Neutral
Mon Oct 17 09:42:55 +0000 2022,LucieSHIB,86,288,167466,,Shiba Inu ( $SHIB) Price Could Break Out Within the Next Few Days,Positive
Wed Oct 19 08:25:16 +0000 2022,LucieSHIB,59,233,167466,,New Shiba Inu Whale Emerges As It Bags Over 3 Trillion $SHIB,Positive
Fri Oct 14 12:42:34 +0000 2022,LucieSHIB,52,211,167466,,Shiba Inus ( $SHIB) Price Reclaims Support as SHIB Burn Rate Shoots Up 590% - DailyCoin,Positive
Tue Oct 25 11:12:52 +0000 2022,lourdesanchezok,22,123,1339899,,Whats one you cant afford to ignore if you missed $SHIB last year?,Positive
Fri Oct 28 20:41:58 +0000 2022,BSCGemsAlert,50,307,587854,,Which is the next $SHIB?,Positive
Fri Oct 28 15:56:45 +0000 2022,davidgokhshtein,62,758,801747,,Im not allowed to have $SHIB if I want to talk about $DOGE. Stated to me from a few DOGE community members.,Negative
Sat Oct 29 19:13:32 +0000 2022,davidgokhshtein,52,337,801747,,"With $DOGE and $SHIB mooning, people are praying for their that are on life support to do something.",Negative
Sat Oct 29 16:01:24 +0000 2022,davidgokhshtein,134,1017,801747,,$DOGE is doing great. Waiting for it to cool down. But $SHIB is starting to turn on its engines. I had plans this weekend. Those plans have changed.,Positive
Sat Oct 29 16:43:13 +0000 2022,davidgokhshtein,42,321,801747,,"After my workout Ill add a bit more $SHIB should have done it a few days ago, but Ill DCA if anything.",Positive
Thu Oct 27 18:24:49 +0000 2022,CryptoNewton,94,269,273063,,$DOGE and $SHIB leading a mini run and $FLOKI just launched it's crypto locker protocol on mainnet! I'm bullish on projects that are building!,Positive
Fri Oct 28 11:01:02 +0000 2022,BSCGemsAlert,57,328,587854,,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss",Positive
Sun Oct 30 16:23:51 +0000 2022,davidgokhshtein,35,192,801747,,I love but my a** will not be left behind. Because who the f*** knows. $DOGE or $SHIB might even up being the global currency of the world.,Positive
Sat Oct 29 01:34:16 +0000 2022,CryptoKaleo,49,704,699208,,"Im extremely bullish $DOGE, so ofc $SHIB is a no brainer.",Positive
Tue Oct 11 07:13:53 +0000 2022,WhalesHQ,89,569,347116,,JUST IN: Bitmex will be listing Shiba Inu ( $SHIB ).,Positive
Wed Oct 12 06:00:28 +0000 2022,WhalesHQ,59,279,347116,,JUST IN: You can now purchase Shiba Inu ( $SHIB ) on BitPay by using a prepaid debit card!,Positive
Sun Oct 23 19:24:35 +0000 2022,WhalesHQ,102,445,347116,,JUST IN: The Shiba Inu ( $SHIB ) game Shiba Eternity is now ranked in card games on the app store.,Positive
Wed Oct 12 06:42:04 +0000 2022,WhalesHQ,84,396,347116,,"JUST IN: The Shiba Inu team has completely taken over the $SHIB burn portal, announcing an end to the relationship with Ryoshi Vision",Neutral
Sat Oct 22 17:25:12 +0000 2022,Utoday_en,126,379,94798,,Inu's sets new ranking in whale utility $BONE,Positive
Tue Oct 25 10:31:22 +0000 2022,CryptoDiffer,84,112,282685,False,DAILY CRYPTOMARKET REVIEW $BTC $ETH $EVMOS $APT $KLAY $CHZ $HT $THETA $CULT $MLK $QUACK $DC $ABBC $SHIB $ADA $LUNC $CRO $FIL $CANTO,Neutral
Sun Oct 23 10:00:19 +0000 2022,cryptojack,114,691,450055,False,Which is the next $SHIB ?,Neutral
Thu Oct 06 15:39:40 +0000 2022,TheMoonNaty,40,238,36738,False,$LUNC or $SHIB?,Neutral
Mon Oct 24 05:00:13 +0000 2022,cryptojack,32,204,450055,False,What is the best BUY right NOW!? $SHIB $ETH $BTC,Positive
Wed Oct 19 09:22:39 +0000 2022,army_shiba,85,393,475926,False,Whales buying $SHIB,Positive
Mon Oct 24 04:10:08 +0000 2022,lowkeyrich_,76,424,363051,False,$shib getting ready for a big run soon,Positive
Sat Oct 22 15:17:35 +0000 2022,lowkeyrich_,20,136,363051,False,They have played with $shib long enough. 100x,Positive
Thu Oct 06 10:40:11 +0000 2022,comparemcap,103,324,30411,False,"If $GVR reaches $SHIB's current market cap, its price would be $0.000000135. That makes 86x! You can now compare Grove and Shiba Inu with over 3500 coins at",Neutral
Thu Oct 06 15:06:48 +0000 2022,comparemcap,95,165,30411,False,"If $QUACK reaches $SHIB's current market cap, its price would be $0.00000015. That makes 159x! You can now compare RichQUACK and Shiba Inu with over 3500 coins at",Neutral
Mon Oct 10 20:16:47 +0000 2022,comparemcap,169,218,30411,False,"If $QUACK reaches $DOGE's current market cap, its price would be $0.00000018. That makes 122x! You can now compare RichQUACK and Shiba Inu with over 3500 coins at",Neutral
Mon Oct 17 13:23:57 +0000 2022,cakebluewine,97,337,10308,False,Shiba Inu (SHIB) Price Could Break Out Within the Next Few Days,Positive
Wed Oct 12 22:27:42 +0000 2022,ShibArmy_4Life,35,200,21772,False,"Shiba Inu Trending with 9,540 Tweets!",Positive
Wed Oct 05 21:01:15 +0000 2022,ShibainuCoin,174,602,830209,False,much-anticipated game is on track to be released tomorrow In $SHIB We HODL LIKE ReTweet Secure your Future Gems! $TREES $BONE $LEASH,Positive
Sat Oct 22 17:02:10 +0000 2022,ShibInfo,483,447,613739,False,You missed? $SHIB $THE and $DIE? Don't miss $CORD only 220k mcap! Cordium wallet and swap is coming Definitely check it Website: Chart Telegram:,Positive
Tue Oct 18 14:42:00 +0000 2022,army_shiba,58,324,475926,False,$SHIB Holders reached 1.224 Million,Positive
Tue Oct 25 15:00:02 +0000 2022,BitKanOfficial,105,228,55306,False,Top Trending on Today: $QUACK $PIT $APTOS $BTC $ETH $MATIC $SHIB $UNI $CULT Get them here: : :,Neutral
Thu Oct 06 15:06:48 +0000 2022,comparemcap,95,165,30411,False,"If $QUACK reaches $SHIB's current market cap, its price would be $0.00000015. That makes 159x! You can now compare RichQUACK and Shiba Inu with over 3500 coins at",Neutral
Wed Oct 12 19:00:16 +0000 2022,LunarCrush,101,205,312766,False,"Well... $SHIB social activity has trended down over the last 3-months while $TSUKA social activity has increased and is trending up. Also, $TSUKA's community is smaller and has more room to grow. Does this information impact anyone's decision",Neutral
Tue Oct 18 17:38:57 +0000 2022,LilMoonLambo,71,223,215127,False,"$THE in 2022 is your next chance at $SHIB in 2021 This is the closest you'll ever get to that type of opportunity again, and you're still early since $THE isn't even a week old I bought back some on this dip TG:",Positive
Sun Oct 23 11:04:06 +0000 2022,davidaddy60,84,264,5853,False,"$WCI the $SHIB of football , first movers are a no brainer. Im In !",Positive
Wed Oct 19 15:13:42 +0000 2022,CoinHubCC,56,460,53035,False,Which has more utilities: $SHIB or $DOGE?,Neutral
Mon Oct 17 07:16:23 +0000 2022,LiamEth90,29,123,133,False,Is $WCI about to be the $SHIB of 2022?!,Positive
Tue Oct 25 01:21:26 +0000 2022,Z_Humphries,102,350,125605,False,$SHIB is no longer a meme. Its a utility token and still has a number of its main utilities yet to be LIVE!,Positive
Tue Oct 25 08:52:27 +0000 2022,IncomeSharks,21,219,644866,False,"""The next $SHIB "" is what you say when you need exit liquidity for the next worthless meme coin. There's a reason you don't see the same accounts pushing the same coin all year. It's a new ""shiny"" coin each week. How fast people have moved on from $THE &amp; $DIE. Down 87% in a week.",Negative
Tue Oct 04 18:29:32 +0000 2022,LucieSHIB,172,638,167466,,Shiba Inu ( $SHIB) Now Accepted as Payment Method in 10 Offline Stores,Positive
Thu Oct 06 09:00:43 +0000 2022,LucieSHIB,67,249,167466,,"Shiba Inu Game Shiba Eternity Launches Officially Across the World, Now Available For Download $SHIB",Positive
Thu Oct 06 06:13:23 +0000 2022,LucieSHIB,125,351,167466,,"Shiba Inu Game Goes Live, Now Available For Downloads Worldwide $SHIB $LEASH $BONE",Positive
Sat Oct 15 17:30:46 +0000 2022,LucieSHIB,54,194,167466,,Shiba Inu whales scoop up 256 billion $SHIB as price witnesses trend reversal,Positive
Sat Oct 15 12:28:27 +0000 2022,army_shiba,121,673,475926,False,$SHIB to $0.001 at the Next Bull Season,Positive
Thu Oct 13 16:34:45 +0000 2022,army_shiba,63,373,475926,False,Let's reach 4 zeros again $SHIB,Positive
Sun Oct 09 20:49:54 +0000 2022,rollbit,172,213,190047,False,"New deposit methods added to Rollbit! You can now deposit via: - $SHIB - $CRO - $BUSD Thanks for the many token suggestions, these were some of the most popular ones! What other ERC-20 tokens should we support for deposits? Let us know below",Positive
Sun Oct 16 19:05:01 +0000 2022,ETH_Daily,124,315,114991,False,Most-mentioned ERC20 Projects on Twitter in The Last 7 Days $SHIB $BABYDOGE $FLOKI $APE $RISE $KIBA $CULT $AXS $SAND $MARVIN,Positive
Wed Oct 12 07:16:04 +0000 2022,army_shiba,58,524,475926,False,$SHIB is rising,Positive
Sun Oct 23 13:42:31 +0000 2022,davidgokhshtein,159,1200,801742,False,Im sticking with $SHIB not interested in $THE at all.,Positive
Sun Oct 23 17:13:25 +0000 2022,davidgokhshtein,195,1317,801742,False,"Give me a meme token that has an actual roadmap, use-case and even a working product. Im looking to throw $1,000 into something right now. Give me the next $SHIB.",Positive
Thu Oct 20 13:09:35 +0000 2022,davidgokhshtein,195,586,801742,False,So $THE is the next $SHIB? All it takes is for one person with a huge platform like to crack a joke and it turns into a project. Thats crazy.,Neutral
Thu Oct 20 19:10:03 +0000 2022,davidgokhshtein,25,227,801742,False,Did the person who invest like $500 into $SHIB every take any of the profits? Or did he or she Diamond Hand it?,Neutral
Tue Oct 11 09:57:21 +0000 2022,army_shiba,55,292,475926,False,Bull Season is not that far away. We've seen enough of dumps. Accumiulate good projects with hardworking devs and enjoy the gains when it is time. $SHIB $BONE $LEASH,Positive
Wed Oct 12 16:30:33 +0000 2022,ShibInfo,170,1050,613754,,JUST IN: Bitmex will be listing Shiba Inu ( $SHIB ).,Positive
Mon Oct 17 10:57:01 +0000 2022,Utoday_en,81,320,94798,,"ICYMI: ecosystem token up 8%, and it's not $SHIB $BONE",Positive
Fri Oct 14 15:15:17 +0000 2022,Utoday_en,64,286,94798,,ICYMI: retakes its market cap top place as $SHIB surges 16%,Positive
Mon Oct 03 23:05:35 +0000 2022,ShibInfo,190,939,613754,,"JUST IN: 1,743,878,414 Shiba Inu $SHIB was burned in September!",Positive
Tue Oct 18 17:30:14 +0000 2022,Utoday_en,63,237,94798,,"Inu dangles at a key level, a drop might add an extra zero to price",Negative
