created_at,text,user,retweet_count,favorite_count,followers,is_verified
Mon Feb 07 10:31:59 +0000 2022,"Stop worrying about BTC, buy Sup/Usdt and wait for 10x 20x 50x. Also very good for grid trading Max Supply: 100 000 Check the history of $Sup $slp $reef $fun $sky $xlm $xrp $bel $unfi $xvs $sxp $eth $btc $wrx $ray $srm $pnt $xrp $btc $eth $bnb $ada $sol $doge",cryptoseomaster,6,29,8443,
Wed Feb 16 12:10:28 +0000 2022,"HAPPENING NOW: - $ABNB rises, sees strong demand for summer travel - $RBLX falls sharply, hit by weak January bookings - $FUN rejects $SEAS takeover offer  on what is moving markets this morning:",SquawkCNBC,11,33,512533,
Fri Feb 25 15:13:12 +0000 2022,Lock $FUN from 15 to 360 days at and earn up to 25% APY on your tokens! We are closing in on 1 BILLION $FUN locked at FreeBitcoin. Lock your tokens now!,FUNtoken_io,8,49,58044,
Mon Feb 21 13:37:52 +0000 2022,"This week, introduced a host of new games by FunFair Technologies and Spearhead Studios. Use your $FUN to wager and play 4 NEW VIDEO SLOTS and 1 NEW INSTANT GAME: Bounty on the High Seas, Cyber Hunter 2080, Shamrock Treasures, Five Ball Fiesta, and The Wheel of Steal!",FUNtoken_io,9,50,58044,
Thu Feb 03 13:23:39 +0000 2022,"FreeBitcoin x dPlay Integration: No Signup Needed, Seamless Deposits &amp; Withdrawals Your $FUN balance at dPlay counts towards Premium Benefits at FreeBitcoin too! Link your FreeBitcoin account to dPlay now!",freebitco,68,208,449847,
Sat Feb 05 15:10:38 +0000 2022,"Grow Your Holdings - Earn Up To 25% APY at ! The best part: your benefits stay intact. Furthermore, your balance + earned savings BOTH count towards your benefits. Head over to FreeBitcoin and start saving now! $FUN",freebitco,77,191,449847,
Sun Feb 27 21:07:37 +0000 2022,"Bear Alert! 25X Volume Price: 0.00986 5-min %: -3.3% Volume: $381,656 $FUN",abnormal_crypto,0,1,17924,
Wed Feb 09 11:30:31 +0000 2022,"Stop losing money, buy $sup and wait for 10x 20x 50x. Also very good for grid trading! Max Supply: 100 000 $slp $reef $fun $sky $xlm $xrp $bel $unfi $xvs $sxp $eth $btc $wrx $ray $srm $pnt $xrp $btc $eth $bnb $ada $sol $doge $algo $xmr",cryptoseomaster,1,3,8443,
Fri Feb 04 14:11:20 +0000 2022,Speculation Six Flags $SIX Could Join the 'Fun' as Cedar Fair $FUN Targeted in Takeover,Street_Insider,0,4,70882,
Sat Feb 19 13:22:30 +0000 2022,New at : Cyber Hunter 2080: Help a high-tech cyber cop round up the villains in this futuristic 20-line slot. The Energy Cell and Drone scatter symbols award you free spins or the Hunter Bonus. RTP: 97.05% $FUN,DplayCasino,1,2,6397,
Tue Feb 01 14:51:30 +0000 2022,"Want to earn extra $FUN, for free? At , you can earn EXTRA $FUN with every Free Roll. All you have to do is redeem Reward Points and avail the FUNToken Bonus. Head over to now!",FUNtoken_io,13,53,58044,
Fri Feb 25 15:13:12 +0000 2022,Lock $FUN from 15 to 360 days at and earn up to 25% APY on your tokens! We are closing in on 1 BILLION $FUN locked at FreeBitcoin. Lock your tokens now!,FUNtoken_io,8,49,58044,
Sat Feb 26 07:02:34 +0000 2022,(11/n) Gambling These are cryptocurrencies that provide online gambling services to their users. The top 3 in this space are: FunToken (FUN) Lotto (LOTTO) Atari Token (ATRI),caffein_crypto_,0,2,184,
Thu Feb 03 23:08:30 +0000 2022,"XFUN for Everyone, , and the : FUNToken's in Q2 2022",AndronVasilyev,0,0,653,
Wed Feb 02 07:11:13 +0000 2022,Starting to accumulate FUN tokens by redeeming my reward points on second  account this February 2022 More than 44K $FUN #,M50473,0,1,332,
Tue Feb 01 10:58:35 +0000 2022,"This is how much FUN Token I managed to accumulate until now in my first account on  1563 FUN, not bad, I will patiently wait for FUN token to hit 80 Sats # $FUN",M50473,0,0,332,
Mon Feb 07 21:52:52 +0000 2022,FUNToken; Discussing the Tokenomics of xFun via    ,StephenJohnGray,0,0,705,
Wed Feb 23 11:19:00 +0000 2022,"Fun Token' s deeply accumulation for years. ETH pair want to breakout , we' ll see if it will happen in next few weeks..",PaulAtr54799506,0,1,895,
Sat Feb 26 20:19:16 +0000 2022,"is in the falling channel.The channel supports worked well, RSIs are dipped. Fun must upstart a move above the mid channel border. After then raising from falling channel may have started. Claiming 0.01 and a weekly candle closing above it will be nice.",PaulAtr54799506,0,0,895,
Wed Feb 02 12:41:10 +0000 2022,The $FUN 2022 Roadmap release in January has the internet buzzing. See what these major publications have to say about the $FUN's plans for 2022:,FUNtoken_io,40,142,58044,
Wed Feb 16 17:39:55 +0000 2022,- FUNToken; Discussing the Tokenomics of xFun,NorthEquities,0,0,1721,
Thu Feb 24 11:47:31 +0000 2022,"Fact: $FUN is listed on multiple major exchanges like Binance, HitBTC, Changelly, BitFinex, Uniswap, OKEx. Where would you like $FUN to be listed beside these platforms?",FUNtoken_io,8,39,58044,
Fri Feb 04 15:52:55 +0000 2022,"With $FUN striving to make great strides in decentralized gambling this year, what are you looking forward to?",FUNtoken_io,14,46,58044,
Wed Feb 23 20:04:00 +0000 2022,BOX every 20 min and,_A_r_e_a_,2,2,243,
Wed Feb 23 20:52:14 +0000 2022,BETFURY BOX every 20 min and,_A_r_e_a_,2,3,243,
Thu Feb 10 22:29:07 +0000 2022,"FUNToken $FUN Climbs (+11) Spots Today Moves up to by Market Cap Price = 0.012 USD Market Cap = 128,370,054 USD Tweet at me any COIN symbol and I'll tell you how they did",luisalejovega,0,0,4837,
Fri Feb 18 04:45:00 +0000 2022,"Have some $FUN in MIAMI Use to book your flights, 5-star hotels, tours &amp; incredible activities! Watersports, luxury boat rentals, helicopters.. you name it, we got it! Book your next trip to Miami, the city, on ",travalacom,15,69,232833,
Wed Feb 09 15:15:41 +0000 2022,Soon it will pump End of Q1 2022,fadi_t,0,0,86,
Wed Feb 02 17:50:39 +0000 2022,$FUN looks ready for another push,Betsandstonks,0,0,1017,
Fri Feb 25 11:20:23 +0000 2022,Top Projects With Fully Dilluted Market Cap Under $100M $AMPL $REP $AGLD $VXV $HYDRA $FUN $MLN $MTL $ICHI $BZZ $CORE $COVAL $RISE $YFI $KLIMA,CoinF_io,6,22,29184,
Wed Feb 02 14:00:49 +0000 2022,"$FUN volatile on new from yesterday. watching for if 56 is cleared, for the next push towards 58-60. Key it remains above/in between this range 50.92-53.55 for more upside. under that range it may want 46-47 support.",Betsandstonks,0,0,1017,
Fri Feb 18 17:05:43 +0000 2022,Check out today's Crypto Daily Gainer List 1 $DIA () 2 $ASTR () 3 $ALPACA () 4 $NMR () 5 $FUN (),CryptoCrunchApp,1,11,40403,
Wed Feb 09 20:10:14 +0000 2022,"Everyone knows $SEAS parks have higher ticket and pass prices than $FUN parks, but just how large is the delta? How far could we see prices rise if 's attempt to buy goes through? These charts may help. Link:",ParkFansNetwork,0,3,2054,
Sat Feb 26 17:55:37 +0000 2022,doing what $FUN couldn't do,TheDonOfApes,6,259,213318,
Fri Feb 18 13:17:37 +0000 2022,"$FLM / USDT Volume increase detected! Spike: 59,733.63 USDT 24h Vol: 1,583,210.15 USDT Get ALL the alerts here: $btc $dia $alpaca $nmr $down $neo $ethdown $tko $linkdown $fun",VolumeMonitor,0,0,19996,
Fri Feb 18 13:17:28 +0000 2022,"$TKO / USDT Volume increase detected! Spike: 154,876.76 USDT 24h Vol: 5,065,995.66 USDT Get ALL the alerts here: $btc $dia $alpaca $nmr $down $neo $ethdown $tko $linkdown $fun",VolumeMonitor,1,1,19996,
Thu Feb 10 15:00:17 +0000 2022,"$LUNA / USDT Volume increase detected! Spike: 578,334.46 USDT 24h Vol: 227,331,530.50 USDT Get ALL the alerts here: $btc $theta $cnd $btt $xvg $tfuel $etc $neo $fun",VolumeMonitor,0,0,19996,
Wed Feb 16 13:34:52 +0000 2022,Cedar Fair $FUN Shares Drop 10% As SeaWorld $SEAS Takeover Looks DOA,Street_Insider,0,3,70882,
Wed Feb 16 12:25:40 +0000 2022,"(Earnings) Cedar Fair LP ( $FUN ) Actual.EPS=-0.4825 vs Est.EPS=-0.4093, Actual.Rev=350.94M vs Est.Rev=301.34M, Last Quote: $61.60",mehabecapital,0,0,2574,
Thu Feb 10 06:50:02 +0000 2022,$ZNGA Setting up nicely on an ascending triangle after that gap up post acquistion announcement. Yet another merger and acquisition happening this quarter after the news of $FUN and others. Still has room up with $TYWO set to acquire the company for $9.86 a share.,KMNDR_,0,4,2361,
Wed Feb 02 16:43:18 +0000 2022,"There are a few stocks popping in our Early Morning Movers scan. Some examples, not recommendations are: $FNGD, $MPC, $ATI, $FUN, $VIVO, $VRTX, $PGR, $VOD, $NI. Let's see if these moves hold today.",ConnieHillCS,0,2,9896,
Tue Feb 22 12:23:33 +0000 2022, Toady,Rick97289323,0,0,48,
Tue Feb 22 12:09:21 +0000 2022, This is the price today!,Rick97289323,0,0,48,
Mon Feb 07 05:53:04 +0000 2022,FUNToken News: FUNToken Brings Unique Value Proposition to Visitors and Participants at SiGMA Europe...,MichaelTBurd1,0,0,309,
Mon Feb 07 05:53:26 +0000 2022,FUNToken News: How to buy FUNToken (FUN) in Australia...,MichaelTBurd1,0,0,309,
Mon Feb 07 05:54:08 +0000 2022,FUNToken News: KYC Limits: Where to Find Loyal Conditions?...,MichaelTBurd1,0,0,309,
Mon Feb 07 05:53:48 +0000 2022,FUNToken News: FUNToken The token for online gaming &amp; gambling...,MichaelTBurd1,0,0,309,
Mon Feb 07 05:54:28 +0000 2022,"FUNToken News: FUN Token Launches DPLAY Casino, Moves Towards iGaming...",MichaelTBurd1,0,0,309,
Mon Feb 07 05:53:37 +0000 2022,"FUNToken News: Join Binance and FUN Tokens Latest $100,000 Trading Contest...",MichaelTBurd1,0,0,309,
Mon Feb 07 05:54:58 +0000 2022,FUNToken News: 100 USD to FUN Calculator - How much FUNToken (FUN) is 100 US Dollar (USD)?...,MichaelTBurd1,0,0,309,
Mon Feb 07 05:53:59 +0000 2022,FUNToken News: Deposit at 30% per annum in foreign currency: where to place and how...,MichaelTBurd1,0,0,309,
Mon Feb 07 05:54:46 +0000 2022,FUNToken News: King Arthur DeFi Launches BKING To Preserve Nature While Empowering Community Towards...,MichaelTBurd1,0,0,309,
Wed Feb 23 20:53:00 +0000 2022,PLAY AND EARN ! FREE CRYPTO BOX ! BOX every 20 min and,_A_r_e_a_,2,2,243,
Tue Feb 22 12:09:04 +0000 2022, This was the all time price high for FUN back in Jan last year,Rick97289323,0,1,48,
Wed Feb 02 09:43:41 +0000 2022,$FUN Tokens CEO Adriaan Brink Talks About the Meteoric Users Growth and the Upcoming XFUN latest update - from 2-3 weeks its on TESTNET SOL $ADA $XRP $UNI $HEX $AVAX $UTK $ATOM $LINK $JOE $USDT $MATIC $XLM $ALGO $XVG $FLOKI $HTR $HBAR $COTI $ICP,TYRETIPS,0,0,30,
Thu Feb 03 01:45:08 +0000 2022,$FUN moving to $XFUN (polygon) Q1 (currently in testnet) and coming in $FUN in Q2buy before it fly. Dont regret later,TYRETIPS,0,1,30,
Tue Feb 22 12:37:59 +0000 2022, Or the 10bn+ circulating supply that at least half of should be burntimmediately to create some supply and demand and get the price moving back in the right direction?,Rick97289323,0,2,48,
Thu Feb 10 18:03:06 +0000 2022, Do it already!,factor7,0,0,985,
Wed Feb 16 13:28:49 +0000 2022, Burn,muratmatarac,0,0,22,
Wed Feb 02 16:50:03 +0000 2022,.  $SEAS Looks to Buy Fellow Theme Park Operator  $FUN - WSJ,WmBender,0,1,6536,False
Wed Feb 16 17:23:08 +0000 2022,"Mid-day earnings +/- % from initial 30-min high (Min: Stock $1 &amp; Vol 500K, Opt Vol 250 in any strike): $ALKS $GNRC $GOLD $SEDG $ABNB $PACB $OUST $CLBT $UPST $TTD $WYNN $ZI $SFL $ADPT $CRK $ADI $LSCC $INVH $WH $DVN $KHC $WELL $FUN $FLNG $HLT $OC $CF $GOGL $CROX $CRSP $AYX $AKAM",15minofPham,0,1,3873,False
Tue Feb 01 19:17:45 +0000 2022,Top Gainers (a/o2:16pmEST): $MDGL $BFRI $XMTR $IMUX $SGLY $KRTX $NRGU $KMPR $IT $FUN Get 20% Off Of Your 1st Month:,mchaudhry82,0,1,15883,False
Thu Feb 24 19:00:16 +0000 2022,"$LUNA / USDT Volume increase detected! Spike: 137,429.95 USDT 24h Vol: 897,666,710.94 USDT Get ALL the alerts here: $btc $brd $btt $ong $nano $busd $tusd $fun $poa $eng $gvt",VolumeMonitor,0,0,19996,False
Fri Feb 18 13:17:37 +0000 2022,"$FLM / USDT Volume increase detected! Spike: 59,733.63 USDT 24h Vol: 1,583,210.15 USDT Get ALL the alerts here: $btc $dia $alpaca $nmr $down $neo $ethdown $tko $linkdown $fun",VolumeMonitor,0,0,19996,False
Mon Feb 21 21:20:03 +0000 2022,You are invited to test drive TradeIdeas PREMIUM features for 2 weeks! via $CORT $GNRC $IAC $CLBT $ALKS $AMCX $OC $BPMC $GOLD $MYTE $MRC $NUS $ELVT $UE $WIRE $FUN $DAVA $LSCC $IS $FTRP $CINF $SAH,AlertTrade,3,14,321012,False
Fri Feb 04 18:00:09 +0000 2022,"$ / BTCUSDP Volume increase detected! Spike: 21.07 BTC 24h Vol: 429,656.57 BTC Get ALL the alerts here: $btc $eth $neo $qtum $fun $hsr $snm $sub $mco $strat $bcc",VolumeMonitor,0,0,19996,False
Sat Feb 05 03:00:07 +0000 2022,"$FTM / USDT Volume increase detected! Spike: 94,136.38 USDT 24h Vol: 254,854,620.73 USDT Get ALL the alerts here: $btc $eth $gas $yoyo $qtum $fun $hsr $mco $strat $bcc $sngls",VolumeMonitor,0,1,19996,False
Wed Feb 16 12:50:13 +0000 2022,$FUN declines in premarket trading. See the latest news.,MarketChmln,0,0,11054,False
Wed Feb 16 02:50:14 +0000 2022,$FUN declines in after hours trading. See vwap price action.,MarketChmln,0,0,11054,False
Fri Feb 18 12:26:38 +0000 2022,FUN/USDT on just printed a DOJI STAR candlestick pattern $FUN $USDT Will you trade it? How would you trade it?,PatternsWizard,0,0,2588,False
Thu Feb 24 11:47:31 +0000 2022,"Fact: $FUN is listed on multiple major exchanges like Binance, HitBTC, Changelly, BitFinex, Uniswap, OKEx. Where would you like $FUN to be listed beside these platforms?",FUNtoken_io,8,39,58039,False
Sun Feb 27 08:43:26 +0000 2022,"$FUN's price moved above its 50-day Moving Average on January 28, 2022. View odds for this and other indicators:",Tickeron,0,0,18510,False
Wed Feb 02 12:03:17 +0000 2022,"FREE LIVE TRADING EDUCATION CLASS TODAY! Please join me today at 10am PST, where I'll reveal ""Why You Aren't Getting The Results You Want From Candlesticks!"" I'll show you how the buy signal below in $FUN was generated. Reserve your spot here:",SpclstTradg,0,0,4910,False
Mon Feb 21 13:43:14 +0000 2022,"lame. // Cedar Points Top Thrill Dragster, involved in August accident, will remain closed in 2022 not $fun",pjj16,0,0,522,False
Wed Feb 16 09:11:22 +0000 2022,StockTwits Trending Alert: Trading recent interest in CEDAR FAIR$FUN,QuantchaIdeas,0,0,1744,False
Sun Feb 27 00:31:55 +0000 2022,[Scan results - - 15m] Top 5 bullish trend on pair 1: $MDA 2: $PIVX 3: $GAS 4: $ANY 5: $STEEM Top 5 bullish trend on pair 1: $CFX 2: $IDEX 3: $FUN 4: $DIA 5: $SYS All results: Not buy signals,DyorNetCrypto,0,0,84419,False
Thu Feb 17 16:27:13 +0000 2022,Cedar Fair $FUN PT Raised to $76.00 at B. Riley,AmericanBanking,0,0,8454,False
Wed Feb 16 23:33:08 +0000 2022,FUNToken 2022 Roadmap,Remek_ZS_ZDR_PL,0,0,113,False
Wed Feb 02 13:33:44 +0000 2022, Road map leak: Token fully delisted from binance Token going to 0.00001$ Team rug-pulls,joneseth,0,2,1782,False
Sat Feb 12 15:25:37 +0000 2022," Are you guys even serious? Just checked and see they accept 100+ cryptos ! So it's just travala accepting crypto in general, with no special ""partnership"" &amp; 0 incentive to pay with $FUN specifically compared to any other coin Maybe add some REAL utility?",cloudzombi,0,1,1915,False
Wed Feb 16 15:21:50 +0000 2022, Is going to zero,samuelsegun45,0,1,284,False
Tue Feb 08 16:44:47 +0000 2022,Don't support $FUN  it is gambling and gambling is haram in Islam.,peacemaker_OG,0,2,332,False
Tue Feb 08 16:29:24 +0000 2022,BOX every 20 min and,_A_r_e_a_,2,2,243,False
Fri Feb 11 09:36:02 +0000 2022,BOX every 20 min and,_A_r_e_a_,2,2,243,False
Fri Feb 11 12:02:24 +0000 2022,BETFURY Crypto Casino ! BOX every 20 min and,_A_r_e_a_,0,1,243,False
Fri Feb 11 12:03:27 +0000 2022,BETFURY Crypto Casino ! BOX every 20 min and,_A_r_e_a_,0,1,243,False
Tue Feb 01 04:12:55 +0000 2022,Now on: The FUNToken Million FUN Poker Freeroll,PremGoy17678363,0,0,4,False
Sat Feb 26 01:42:02 +0000 2022,   Cool,gordy_norman,0,0,1886,False
Tue Feb 15 16:30:00 +0000 2022, Slayer2,anderso60128256,0,0,74,False
Sat Feb 05 16:18:30 +0000 2022, Burn,muratmatarac,0,1,22,False
Mon Feb 21 11:25:18 +0000 2022,$EPS  $ERN  $FARM  $FIDA  $FIRO  $FOR  $FORTH  $FUN  $GNO  $GTC  $GTO  $HIGH ,CwalletOfficial,9,15,161320,False
Thu Feb 10 19:17:22 +0000 2022, Nice going! :) But the casino isn't available here...,CryptoMorri,0,0,318,False
Wed Feb 09 12:37:13 +0000 2022, Shet coin,Mehrshad22000,0,1,22,False
Mon Feb 14 16:38:48 +0000 2022, Sending FUN around is expensive af.,Mysteriaan,0,1,120,False
Thu Feb 17 08:23:02 +0000 2022,"TrollEvents $FUN come from US$ and based Trolling Nets. Assumptions: Stocks etc with Trend Changes more interesting then those without, Gold a good common denominator value; Pricing in same interesting, times Telling.",TrollColors,0,0,1087,False
Sat Feb 19 17:14:38 +0000 2022,Do You know Me? | Rodgerdodgerowl's Weblog Please Excuse This Old One! My Friends call me BADGE $fun Just4Fun,Freemall4u,0,1,367,False
Sun Feb 13 22:55:02 +0000 2022,$FUN earnings Feb 16 a.m. $SEAS,QueenofMOMO,0,0,11002,False
Mon Feb 14 16:19:59 +0000 2022,We have added four NEW Blackjack games at including a Lucky Sevens and a Surrender version. Double down at dPlay now! $FUN,DplayCasino,2,7,6397,False
Sat Feb 12 15:14:11 +0000 2022,New at : Welcome to Dragon's Tavern where Chef Oliver serves up a delectable array of foods along with incredible rewards! Play Dragon's Tavern by Evoplay at dPlay now! RTP: 95.85% $FUN,DplayCasino,1,7,6397,False
Tue Feb 01 16:56:29 +0000 2022,"BREAKING: SeaWorld has offered to buy Cedar Fair for around $3.4 billion, according to Bloomberg. $SEAS $FUN",BoardwalkTimes,1,10,4249,False
Tue Feb 15 12:12:10 +0000 2022,This should be $FUN 34% to the lower band with earnings tomorrow. They better kill it,Tyler_Lovingood,0,1,825,False
Wed Feb 16 00:54:12 +0000 2022,"As predicted, the proposed $SEAS acquisition of $FUN is not happening.",Park_Journey,2,13,5449,False
Fri Feb 18 10:39:49 +0000 2022,"$FUN / USDT Volume increase detected! Spike: 56,512.05 USDT 24h Vol: 493,115.74 USDT Get ALL the alerts here: $btc $dia $alpaca $api3 $down $aca $beam $nmr $neo $bchdown",VolumeMonitor,0,0,19996,False
Tue Feb 15 01:01:37 +0000 2022,Trades disclosed on 2022-02-14. $INTC $MDT $ABBV $ABC $CTAS $LMT $PEP $PM $PONCX $PG $TSN $XEL $ABQCX $FUN $CRWD $FGSCX $GILD $CLOU $NWL $PEGA,StockseraApp,0,0,2521,False
Sun Feb 13 04:19:00 +0000 2022,10 Stocks to BUY this week! [3 Shorts] I also cover the indexes $QQQ and $SPY $FUN $PTON $CHEF $EXPE,AreteTrading,1,6,12526,False
Thu Feb 17 14:59:38 +0000 2022,Cedar Fair $FUN Price Target Raised to $70.00,AmericanBanking,0,0,8454,False
Thu Feb 10 22:29:07 +0000 2022,"FUNToken $FUN Climbs (+11) Spots Today Moves up to by Market Cap Price = 0.012 USD Market Cap = 128,370,054 USD Tweet at me any COIN symbol and I'll tell you how they did",luisalejovega,0,0,4837,False
Fri Feb 18 16:43:16 +0000 2022,"FY2022 EPS Estimates for Cedar Fair, L.P. $FUN Lifted by Analyst",AmericanBanking,0,0,8454,False
Fri Feb 18 16:43:05 +0000 2022,"Cedar Fair, L.P. Expected to Earn Q3 2022 Earnings of $3.97 Per Share $FUN",AmericanBanking,0,0,8454,False
Sun Feb 27 12:17:38 +0000 2022,[Scan results - - 15m] Top 5 bullish trend on pair 1: $YGG 2: $VOXEL 3: $OXT 4: $EZ 5: $TWT Top 5 bullish trend on pair 1: $VGX 2: $FUN 3: $VOXEL 4: $OXT 5: $RAMP All results: Not buy signals,DyorNetCrypto,0,2,84419,False
Sun Feb 27 06:05:04 +0000 2022,[Scan results - - 1h] Top 5 bullish trend on pair 1: $VOXEL 2: $GO 3: $STEEM 4: $MIR 5: $RIF Top 5 bullish trend on pair 1: $MIR 2: $FXS 3: $IDEX 4: $DREP 5: $FUN All results: Not buy signals,DyorNetCrypto,0,3,84419,False
Sun Feb 27 05:05:00 +0000 2022,[Scan results - - 1h] Top 5 bullish trend on pair 1: $GO 2: $MIR 3: $GLMR 4: $RIF 5: $VOXEL Top 5 bullish trend on pair 1: $DREP 2: $MIR 3: $FUN 4: $FXS 5: $PUNDIX All results: Not buy signals,DyorNetCrypto,0,1,84419,False
Sun Feb 27 03:47:03 +0000 2022,[Scan results - - 15m] Top 5 bullish trend on pair 1: $GO 2: $TKO 3: $MIR 4: $QKC 5: $PIVX Top 5 bullish trend on pair 1: $FUN 2: $IDEX 3: $PUNDIX 4: $GLMR 5: $VOXEL All results: Not buy signals,DyorNetCrypto,0,1,84419,False
Sun Feb 27 03:04:46 +0000 2022,[Scan results - - 1h] Top 5 bullish trend on pair 1: $TOMO 2: $GO 3: $RIF 4: $ATOM 5: $LUNA Top 5 bullish trend on pair 1: $CFX 2: $RIF 3: $LUNA 4: $MBL 5: $FUN All results: Not buy signals,DyorNetCrypto,0,2,84419,False
Wed Feb 23 20:02:42 +0000 2022,BOX every 20 min and ---&gt;!GET FREE CRYPTOS ! &lt;---,_A_r_e_a_,2,2,243,
Wed Feb 23 20:56:30 +0000 2022,PLAY AND EARN CRYPTO! BOX every 20 min and,_A_r_e_a_,2,2,243,
Thu Feb 03 16:01:13 +0000 2022, Burn,muratmatarac,0,0,22,
Sun Feb 13 12:00:00 +0000 2022, Scam coin (9),resha2104,0,0,35,
Sun Feb 13 11:59:52 +0000 2022, Scam coin (8),resha2104,0,0,35,
Sun Feb 13 11:59:41 +0000 2022, Scam coin (7),resha2104,0,0,35,
Sun Feb 13 11:59:31 +0000 2022, Scam coin (6),resha2104,0,0,35,
Sun Feb 13 11:59:20 +0000 2022, Scam coin (5),resha2104,0,0,35,
Sun Feb 13 11:59:11 +0000 2022, Scam coin (4),resha2104,0,0,35,
Fri Feb 25 05:18:05 +0000 2022, useless vote..,resha2104,0,0,35,
Fri Feb 25 08:25:56 +0000 2022, Report this account for scamming people,resha2104,0,0,35,
Thu Feb 10 21:58:54 +0000 2022, up up go to Coinbase,Rx260762732,0,0,2,
Sat Feb 12 21:30:43 +0000 2022,   Probably astronomical lol it's for the Lambo raffle,Reincarnate007,0,0,437,
Sat Feb 19 13:04:45 +0000 2022, Pump it.,jemparis18,0,0,16,
Sun Feb 20 16:30:13 +0000 2022, Pump it...,jemparis18,0,0,16,
Tue Feb 22 10:29:11 +0000 2022, Pump it..,jemparis18,0,0,16,
Fri Feb 25 10:04:58 +0000 2022,  100% scam,resha2104,0,0,35,
Sun Feb 13 12:01:12 +0000 2022,  Scam coin,resha2104,0,0,35,
Tue Feb 15 18:13:44 +0000 2022,  No.. They will share travala..,resha2104,0,0,35,
Wed Feb 02 03:54:57 +0000 2022,  Can you explain in detail..?,Jatinde80580072,0,0,484,False
Tue Feb 22 19:45:46 +0000 2022,   Its a plot of scam then,1Kingczar,0,0,118,False
Sun Feb 27 00:17:20 +0000 2022,  You don't have to here. Unfollow  then move on.,jemparis18,0,0,16,False
