created_at,text,user,retweet_count,favorite_count,followers,is_verified
Tue Jul 19 18:12:00 +0000 2022,I am loving price action today and what it's doing to my bags. But just a friendly reminder. Every bear market has relief rallies. Don't get too excited and don't go all in!,LadyofCrypto1,45,605,617455,False
Mon Jul 18 06:55:57 +0000 2022,"The market goes green today as hit $22K , and going strong above $1.4K Polygon $MATIC is still at more than 60% increase over the last 7 days. Happy Monday fam!",CryptoBusy,29,158,192488,False
Fri Jul 29 05:32:23 +0000 2022,"S&amp;P 500 Mays ay seviyesine tekrar geldi. Ancak o zamanki seviyelerinin ok uzanda. Piyasada iin bir itah yok, tamamen ABD borsalarnn zorlamas ile bir seviyeye kadar geliyor. S&amp;P 500 ykselirken elik edemeyen hali, derken ne olur sizce?",BBcryptoXX,11,254,27903,False
Fri Jul 29 13:00:25 +0000 2022,"is higher than its daily SMA50, higher than its daily EM50. Its RSI is above 55. The short-term trend is Bullish.",AO_btc_analyst,30,181,169166,False
Sun Jul 24 09:20:14 +0000 2022,This could the best time to renounce your citizenship for a much better and more free future elsewhere. Do it before the next bull market because the next bull market will send much higher than most can fathom and your greedy government will want a massive chunk.,blockchainchick,34,378,131871,False
Wed Jul 20 00:34:55 +0000 2022,"It is definitely *possible* has bottomed. I think likely not, but it is possible. Needs to test &amp; break $28k. Technically the bottom of the market is the official start of the bull run. However, first year of bull run is slow and boring. Doesnt feel bullish.",DiscoverCrypto_,53,647,1028323,False
Sat Jul 30 15:06:16 +0000 2022,I love telling normies Im invested in during the bear market. Reactions are priceless. We really are so early,BTC_Archive,172,1959,1707937,False
Mon Jul 25 21:55:21 +0000 2022,"Net Gereklememi Kr/Zarar (NUPL) gstergesine gre, fiyat kapitlasyon blgesinde. Veri $BTC de orta-uzun vadede dibe yakn oluumuzu gsteriyor. Tek veri zerinden ilem almayn. Ksa vadede hala FED gibi ciddi bir skntmz var.",theKriptolik,19,362,298400,False
Sat Jul 30 11:12:40 +0000 2022,My thoughts on $BTC,trader1sz,66,1157,659522,
Thu Jul 28 14:42:11 +0000 2022,"This clip's from June 5th, 2021 was $38,000. A year later and it's been down to $18,000 and is $23,000 today. Elon's sold $BTC for perhaps obvious reasons. Cursing warning for all you cowards out there. Lol: , ",RichardHeartWin,171,975,350420,
Sat Jul 30 22:37:39 +0000 2022,I watch this video every morning to remind me of... ZEROOOOOOOOO $BTC,Ninjascalp,238,1705,248033,
Thu Jul 28 06:04:06 +0000 2022,looks like a good short tbh $btc,notkongming,14,397,1432,
Fri Jul 29 06:37:58 +0000 2022,facts. 2% of wallets hold 94% of all the $BTC.,RichardHeartWin,307,1202,350420,
Thu Jul 28 00:15:47 +0000 2022,Who wants $100 Choose any and RT! $RVN $DOGE $BTC $ETH Comment the you want!?,Brayve_,49,61,5125,
Thu Jul 28 20:45:15 +0000 2022,D O U B L E T O P $BTC,Ninjascalp,105,1555,248033,
Thu Jul 28 17:01:04 +0000 2022,I have 10 to invest! Whats is the next x100? $BTC,lucasvelascook,474,477,236995,
Sat Jul 30 19:45:39 +0000 2022,Bull market $BTC,Ninjascalp,27,631,248033,
Fri Jul 29 23:55:25 +0000 2022,Nice bull market $BTC,Ninjascalp,30,627,248033,
Wed Jul 27 19:28:11 +0000 2022,"Markets have been broadly ripping to upside for the last hour since start of Fed meeting. Today: Dow Jones +529 NASDAQ +537 S&amp;P +110 BTC +$1,650 ETH +$150 Ethereum has reached back to and fighting the final retrace level of the last weeks price action.",BCBacker,73,680,330898,
Sat Jul 30 11:34:59 +0000 2022,"Kripto Market | Teknik Analiz Bitcoin, kritik blgenin stnde ilem gryor. Altcoin piyasasnda da ykseliler mevcut. Grafiklerde srasyla $DOGE $ENJ $NEO ve $DENT eliinde altcoin piyasasn deerlendirdim. ncelemek iin:",iberkeoktay,13,55,110161,
Wed Jul 27 20:49:06 +0000 2022,"Powell hikes 75 basis point and yet Nasdaq &amp; Bitcoin are going to the moon. What the heck? While I disagree with the unfolding market narrative here, let me try to explain why we are witnessing such a rally. A Fed thread. 1/",MacroAlf,1118,5728,459418,
Sun Jul 17 08:12:21 +0000 2022,"Our bear market visualised... flatline. Pulled this from the guts of a trading algorithm. It measures how much the BTC price is impacted by various demand inputs; e.g. perps, calendars, on-chain exchange flows, on-chain hodling. Very little speculation happening right now.",woonomic,205,936,1198366,
Thu Jul 28 00:23:07 +0000 2022,"MARKETS POP UP After Fed Meeting as Bitcoin and Altcoin Market Rise, GDP and Earnings Concerns Ahead",BCBacker,42,497,330898,
Fri Jul 29 14:01:30 +0000 2022,"balance on exchanges continues its macro decline, reaching 12.6% of the Circulating Supply (2.4M $BTC). Exchange balances have now seen a macro outflow of over 4.6% of the circulating supply since the March 2020 ATH. Live Chart:",glassnode,67,235,573627,
Thu Jul 21 12:09:32 +0000 2022,"El locurn de $LUNA / $UST, el descalabro de , los de 3 Arrows Capital fugados, y ahora Tesla vende el 75% de su $BTC en prdidas A eso smale el peor contexto econmico posible y una guerra en Europa. An y as est por encima de 20.000$. Ni tan mal",cryptobcncat,35,294,70922,
Sun Jul 17 13:55:21 +0000 2022,Typical Bear Market bottoms tend to take months to develop before a new macro uptrend begins $BTC has been meandering at current prices for only a few weeks History suggests it is too premature to expect a full-blown macro trend reversal so soon,rektcapital,96,931,546811,
Fri Jul 22 21:06:52 +0000 2022,"US market: We saw profit booking on last day of week after Nasdaq jumped 13% from recent bottom. Expect high volatility next week coz All big companies will share their Q2 earning reports. FED FOMC meeting will cause uncertainty as well. : Daily MA 50 at $22,670",Ashcryptoreal,64,215,1812069,
Wed Jul 20 16:26:24 +0000 2022,"This is an incredibly interesting bear market, at this rate there is a good chance  posts near the same revenue as the 2021 bull yearand more products coming! Being in as a company for over a decade, we've never seen such a hot bear Thank you for your biz",nvk,16,258,146778,
Wed Jul 20 21:04:01 +0000 2022,"When the market doesnt respond to one of the biggest Bitcoin holders and the richest man in the world selling 75% their Bitcoin stake, I would say thats a bottom.",cryptomanran,335,4295,945781,
Sat Jul 02 15:48:25 +0000 2022,Here is an 8 minute overview of the bitcoin market over the last week. Hope this is helpful to some of you.,APompliano,28,171,1739409,
Sat Jul 30 15:04:05 +0000 2022,This is the most bullish bitcoin bear market I've been around for.,MartyBent,45,666,257811,
Mon Jul 18 05:40:47 +0000 2022,"Talking to people on the ground in Korea, it seems a huge amount of the retail market here was invested in LUNA/UST. We need to focus on more education around or nothing will change.",Excellion,99,1018,344616,
Wed Jul 13 18:43:03 +0000 2022,NEW: Long term holders are not selling into the market volatility - Coinbase research,BitcoinMagazine,276,2170,3706392,
Fri Jul 29 09:11:04 +0000 2022,'s full potential: - Gold: $11.7T - Real Estate: $327T - Stocks: $93T - Bonds: $120T - Art and other collectibles: $25T Total Market Cap: $576.7T Price per : $30M,BTC_for_Freedom,51,244,107669,
Tue Jul 19 00:23:30 +0000 2022,"  I pointed out in real time and warned  myself that Skybridge Capital's entrance into would mark the peak of the market. In fact, a lot of big players were able to cash out thanks to all the money Skybridge put into crypto and crypto related equities.",PeterSchiff,20,258,1175788,
Fri Jul 15 15:30:24 +0000 2022,It's easy to become bullish on on a green day &amp; bearish on a red day But $BTC is still just ranging between $19K-$22K This will continue until either of these levels is broken Intra-range moves aren't substantial enough to dictate changes in sentiment,rektcapital,44,470,546811,
Fri Jul 22 21:52:00 +0000 2022,Future you is going to thank you for buying during this bear market!,TheCryptoLark,171,1575,1392830,
Mon Jul 25 00:32:46 +0000 2022,"Few people truly understand price and how its set. If there are 100 ribeyes in a store for 100 starving people, the price may be $10. If there are 99 ribeyes in a store for 100 starving people, the price may be $1,000. Bitcoin halvings force the market to raise their bids.",IIICapital,26,253,93689,
Mon Jul 25 22:34:55 +0000 2022,D I S B U L L I E F $BTC,Ninjascalp,60,816,248033,
Mon Jul 25 10:51:28 +0000 2022,"Make your perfect Bag, pick one coin from each row ? $BTC $ETH $SHIB Comment",BeeTheRich,32,159,20874,
Tue Jul 26 11:30:00 +0000 2022,Bears waking up to $BTC lately...,CoinMarketCap,122,534,6775283,
Tue Jul 26 01:15:42 +0000 2022,"BITCOIN IN FULL COLLAPSE MODE, $BTC",The_Real_Fly,68,477,213163,
Mon Jul 25 00:02:26 +0000 2022,$BTC The MM purposely dropped the price under the 200MA right before the weekly close. All this shit is programmed. All markets are manipulated but crypto is a whole different level!,Bleeding_Crypto,17,225,75483,
Thu Jul 28 20:44:13 +0000 2022,Parabolic downtrend from ATH broken $BTC,WClementeIII,360,3490,777423,
Tue Jul 26 14:03:39 +0000 2022,Interact with this and receive the weight of your donkey in $BTC,TheLostDonkeys,40,138,33059,
Mon Jul 18 12:57:41 +0000 2022,Lightning Network adoption continues to grow irrespective of 's price developments. Public capacity is now at 4271 $BTC.,JanWues,145,769,31803,
Tue Jul 26 11:09:14 +0000 2022,He is Playing with this Market $BTC Source: Trust Me Bro,Trader_Jibon,29,331,186197,
Sun Jul 24 19:12:05 +0000 2022,"I look for projects to invest in that have a crazy active Telegram community &amp; team DURING a bear market; One of the best indicators of a possible 50X - 500X for the bull run. If the community is dead, then so is the project. $puli $hoge $inu $kuma $tsuka $btc $eth",CryptoSlimer,18,54,39718,
Mon Jul 25 16:29:02 +0000 2022,"Do you hold more assets in $BTC, $ETH or $EGLD in your portfolio?",Morningstar_VC,13,172,57148,
Tue Jul 26 13:32:00 +0000 2022,"Top 10 Coins by Weekly Search Popularity on (July 26, 2022) $LUNC $SHIB $BTC $ETH $GMT $GST $SOL $CULT $MATIC $BNB",kucoincom,218,580,3558891,
Sat Jul 30 23:59:26 +0000 2022,"When $BTC becomes a 1% allocation of global investment assets and is worth over $350,000, will you regret not buying any around $20k?",jameslavish,246,2368,150722,
Wed Jul 27 17:36:24 +0000 2022,Some big $BTC bulls on FTX going into FOMC,DylanLeClair_,36,441,405448,
Sat Jul 30 17:42:35 +0000 2022,Looks like has successfully retested the 200-week MA as support $BTC,rektcapital,134,1059,546811,
Mon Jul 18 11:27:08 +0000 2022,bear market activities.,TheMoonCarl,29,411,1502362,False
Thu Jul 14 11:29:39 +0000 2022,bitcoin veteran seen preparing for bear market,lopp,433,3904,509009,False
Sun Jul 17 16:39:37 +0000 2022,"Big WARNING FOR STOCK MARKET AND CRYPTO ON 27-28 JULY guys, be careful. Lets go through all of the dangers : 1) Federal Reserve will announce info regarding rising Interest Rates probably on 27th july. It is expected to be 75 bps or even 100bps",BitElite17,229,744,23002,False
Tue Jul 19 00:37:35 +0000 2022,Starting to remember what 2021 bull market felt like!,AltcoinDailyio,33,288,1893136,False
Sat Jul 16 14:16:03 +0000 2022,Global Crypto Market Cap $936.15B -0.19% 24h Some sideways action... Where we going next?,gokhshtein,77,69,100108,False
Tue Jul 12 10:50:56 +0000 2022,Taking a month off twitter then directly into posting lawyer letters about liquidation. Just bear market things.,RichardHeartWin,105,684,350421,False
Wed Jul 20 09:13:49 +0000 2022,"is consolidating in the area above $23,000, and the crypto market is finally out of the ""extreme fear"" zone after a record 73 days in that area of the Crypto Fear and Greed Index.",GemsFinderr,24,124,61687,False
Sat Jul 02 17:48:13 +0000 2022,$BTC The Market Cap Chart of $BTC may reveal a few secrets that the normal chart doesn't show so clearly. Another ~25% to go before bottoming (touch of the black line)?,el_crypto_prof,89,413,155596,False
Wed Jul 06 15:28:22 +0000 2022,"MARKETS ARE CHANGING as Bitcoin Price Chart and Altcoin Market Hold Up, DXY SURGE, Commodities Fall",BCBacker,50,556,330885,False
Sun Jul 03 12:48:55 +0000 2022,The global bond market is worth $120T. What happens when these people realize what is? Lets say $60T flows into . This makes 1 BTC worth $3.2M.,BTC_for_Freedom,154,1086,107671,False
Wed Jul 20 20:19:52 +0000 2022,"TSLA sold 75% of their Bitcoin for an average price of $28,888 - nearly a 9% discount from their average entry of $31,620. That price also happens to coincide with the breakdown of the initial support level that led to cascading liquidations across the market in mid-June.",CryptoKaleo,761,4231,699208,False
Fri Jul 01 13:31:33 +0000 2022,El Salvador has doubled down on its commitment despite a heavy sell-off in the market. The country has bought 80 more bitcoins. $BTC,BTCTN,65,328,3149638,False
Thu Jul 21 13:21:29 +0000 2022,The total market cap remains steady above $1T despite Tesla selling their !,TheMoonCarl,84,697,1502362,False
Tue Jul 19 15:28:16 +0000 2022,"10) But it seems the big battle happening today in the market is Bitcoin against that 50-day moving average and against the 200-week moving average. We saw Ethereum clear both. But, Bitcoin is still underneath as sellers and buyers fight hard here at the resistance.",BCBacker,4,368,330885,False
Fri Jul 22 19:14:40 +0000 2022,"I remember holding from $20,000 down to $3,000 in the last bear market.",TheMoonCarl,70,1025,1502362,False
Mon Jul 18 13:00:22 +0000 2022,Apparently seed oil is replacing Bitcoin on the black market!!!,giacomozucco,14,206,79899,False
Fri Jul 22 05:38:53 +0000 2022,"If you think cant go on a tear from here to $100k in the next 6 months, you havent spent enough time in this market.",Dennis_Porter_,167,2010,222472,False
Sat Jul 23 05:59:55 +0000 2022,FUN FACT: The stock market is closed for the weekend. closes.,TheMoonCarl,42,477,1502362,False
Wed Jul 06 13:01:11 +0000 2022,"marginally above $20,000 during volatile session on Wednesday.",BTCTN,293,411,3149638,False
Sun Jul 03 09:13:50 +0000 2022,Comenzamos el domingo con volviendo a bajar hasta los 18k y el mercado ligeramente en rojo En que precio crees que cerraremos la semana?,healthy_pockets,17,216,298253,False
Thu Jul 21 07:47:25 +0000 2022,"When you announce a $1B bitcoin sale expecting to tank then market, but a bunch of psychopaths start a instead.",MancHODL,29,274,1609,
Fri Jul 22 17:28:55 +0000 2022,The bear market is time to build. Hire talented people via ,alexacrypto_,148,1827,43122,
Sat Jul 16 04:15:05 +0000 2022,Which crypto gem do you think will skyrocket after this bear market? Comment below,Gate_io,213,695,2322997,
Sun Jul 17 21:06:19 +0000 2022,Bear market vibes running deep... Sucks seeing so much infighting in the camp over silliness IMO,1MarkMoss,10,378,165080,
Thu Jul 14 05:33:26 +0000 2022,So the CPI numbers were really bad and dumped then squeezed up to the DCB 38.2 target from the original move down. The real reaction news like CPI numbers tends to be the day after once hedge funds start to reposition for the coming impact.,mark_cullen,41,332,80203,
Mon Jul 18 16:41:30 +0000 2022,"So many short liquidations for in the last 24 hours. A reminder that the market is ruthless, it has a way of punishing greed in both directions.",OfficialTravlad,73,312,466023,
Tue Jul 19 20:23:48 +0000 2022,"Just because the market is green still please do be careful, there is a head and shoulders forming, its only on the 15 minute chart but thats the chart that has had the most significance today.. Stick to your plan, not just FOMO",OfficialTravlad,97,364,466023,
Thu Jul 28 00:35:27 +0000 2022,"Hot take: 1The 2017 bull market was Ethereum-driven Bitcoin had its own story, but it was the ICO mania at center stage 2The 2020-21 bull market was *clearly* Ethereum-driven -DeFi -NFTs -Gaming 3The next bull market will be 3/3 bull markets lead by $ETH leads",TrustlessState,72,575,238867,
Sat Jul 23 23:39:53 +0000 2022,"Freakonomics on NPR just said that in traditional wealth, the 1% owns 30% of the wealth here. In bitcoin the .01% owns 30%. That means that the free decentralized crypto market is mostly owned by a even smaller pool of elites than the oppressive centralized financial system",Frediculous,181,579,20295,
Mon Jul 18 08:57:47 +0000 2022,"| Gncel Genel tabloya bakldnda beyaz blgeler zerinde markete bahar havas geleceini sylememiz mmkn. Bu seviyelerde gelecek kapanlar gzel olur, 17.600$ altna sarkmad srece sknt yok.",tommykripto,14,141,42972,
Thu Jul 28 04:19:57 +0000 2022,"above $23,000 BULL MARKET IS BACK BOYZ",Ashcryptoreal,64,352,1812069,
Mon Jul 25 16:10:09 +0000 2022,"below $22,600 Bear market is back boyz",Ashcryptoreal,68,526,1812069,
Fri Jul 29 17:44:00 +0000 2022,"Bitcoin is over $24,000 and one Bloomberg analyst thinks that's just the beginning",CoinMarketCap,126,312,6775283,
Wed Jul 27 20:18:00 +0000 2022,Have you ever wondered why Satoshi Nakamoto the creator of set the supply of $BTC to be fixed at 21 Million? We may have the answer!,CoinMarketCap,80,155,6775283,
Wed Jul 27 18:19:17 +0000 2022,"BREAKING: Bitcoin has rallied to $22,000 after the Federal Reserve increased interest rates by 0.75 percentage points for the second time in a row",CoinMarketCap,134,485,6775283,
Tue Jul 26 20:56:00 +0000 2022,"Some American politicians want you to pay no taxes....at all....on small crypto payments. Does this mean we can finally buy coffee with Bitcoin, guilt-free?",CoinMarketCap,43,203,6775283,
Thu Jul 14 22:23:28 +0000 2022,Congrats to all new plebs who joined us in the bull market and are still here. You earned officially the OG award . Education is key. Keep grinding.,CarlBMenger,15,260,111681,
Wed Jul 20 21:27:51 +0000 2022,"Funny to see the markets crashing on the news! Seriously guys, this already happened, probably a few months ago... AND YET, the market panics.",TheCryptoLark,92,1112,1392830,
Sat Jul 30 16:17:09 +0000 2022,"I just left the farmers market and not one stand accepted Dogecoin, Ethereum, or Bitcoin. Were early.",greg16676935420,196,4085,1195277,
Tue Jul 26 07:47:24 +0000 2022,I always see people talking about crypto they want to buy when the market is trending upward. But they never buy into them when they go on sale.,Ashcryptoreal,57,239,1812069,
Thu Jul 28 09:37:38 +0000 2022,Celebrate these green days while they last we send everything back to 0 soon $BTC,Ninjascalp,37,827,248033,
Wed Jul 27 16:11:12 +0000 2022,The Saudis were never buying $BTC They were planning on building a 120KM long and 500M high smart city sky scraper in the middle of the dessert that over 5million can live in,CryptoGodJohn,32,238,828189,
Wed Jul 27 08:22:00 +0000 2022,$BTC - will see which path it follows post FOMC for trigger,trader1sz,67,825,659522,
Thu Jul 28 10:20:37 +0000 2022,imagine the smell bulls get out too early...bears keep shorting.. $BTC,trader1sz,85,1289,659522,
Fri Jul 29 19:42:48 +0000 2022,It's been a long bull market these past days... bears will soon get out of acoma soon the bears that didnt survive... thanks for playing nerds $BTC,Ninjascalp,40,751,248033,
Mon Jul 25 09:37:12 +0000 2022,"faces a rejection at the 200 WMA on the 8H timeframe. This could signal the end of the rally. A drop to $20,000 is in the cards if $BTC fails to hold support at $22,000.",TheMoonCarl,27,247,1502401,
