created_at,user,retweet_count,favorite_count,followers,is_verified,clean_text,sentiment
Tue Jan 25 20:51:00 +0000 2022,RippleXrpie,819,3047,387259,False,BOOOOOOOOOOOOOOOOOOM!!!! IS A BRIDGE CURRENCY!,Positive
Tue Jan 25 21:55:22 +0000 2022,WKahneman,138,576,79761,False,"Ripple is buying back all private shares investors hold. Why? On the one hand, they have enough cash to do so and could stand to make more if it increases value On the other hand - well, I don't know. A tip-off of leaving the country or something else?",Neutral
Thu Jan 27 17:25:02 +0000 2022,MicahPW20,360,2467,10331,False,"Crazy how value just doubled to $15,000,000,000 and what did do????? Absolutely fucking nothing. XRP IS NOT A SECURITY!!!!!!!!",Positive
Fri Jan 28 11:12:46 +0000 2022,Xanon24,15,413,4888,False,Just heard another dumb clich.. Ripple can print more XRP,Negative
Tue Jan 25 22:51:51 +0000 2022,SBF_FTX,71,577,982246,False,"what does Ripple own? XRP market cap is $30b, fully diluted is $60b; if Ripple owns the unissued XRP, then it would have $30b worth, and this would be at a ~50% discount to the XRP market price",Neutral
Thu Jan 27 17:51:41 +0000 2022,FilanLaw,209,758,243858,False,v. The SEC has filed a Letter of Supplemental Authority in further support of its Motion to Strike the Fair Notice Defense. See below.,Negative
Wed Jan 26 18:16:37 +0000 2022,cryptomanran,318,1570,945762,False,Im not the biggest $XRP fan but this makes me sooooo happy!,Positive
Thu Jan 27 10:03:56 +0000 2022,BTCTN,75,311,3149611,False,"says it had the ""best year on record"" despite the SEC lawsuit over the status of $XRP.",Positive
Fri Jan 28 18:28:27 +0000 2022,Ripple,546,1883,3131052,False,"In our Q4 Markets report, we dive into the latest on XRP Ledger and infra updates, global regulation, RippleNets momentum, interoperability and more. Read for the latest on markets:",Neutral
Tue Jan 25 03:29:53 +0000 2022,ThinkingCrypto1,305,894,133589,False,"""Bill Hinman recently outlined the approach WE take..."" The is NOW is trying to distance itself from Bill Hinman as if he was a crazed drunk uncle who lost his marbles.. Not gonna happen - this isn't the days of pre-internet, we see everything!",Negative
Mon Jan 24 18:15:43 +0000 2022,Leerzeit,40,369,85770,False,"I can already see it now, the SEC will file another motion for an extension of time, to file a motion for an extension of time to respond to Ripple's objection to the SEC motion for an extension of time.",Negative
Wed Jan 26 15:12:25 +0000 2022,BankXRP,679,3116,248321,False,Ripples CEO wont apologize for taking on the SEC The SEC declared war on Ripple. Were defending ourselves.,Negative
Thu Jan 27 23:58:14 +0000 2022,xrplcoins,559,842,19737,False,PORTFOLIO TRACKER is now LIVE! You can now easily view your XRPL portfolio value in XRP &amp; USD on It's only been a month since our official launch and look what we've built. Giving away 100 $xCoin to celebrate! Follow + Tag a friend,Positive
Thu Jan 27 18:12:57 +0000 2022,Kevin_Cage_,46,483,237558,False,$XRP Price Chart Fibs Pretty interesting.,Neutral
Mon Jan 24 16:53:51 +0000 2022,RuleXRP,338,2418,189287,False,If you are still holding XRP...,Neutral
Mon Jan 24 17:45:29 +0000 2022,GarethSoloway,109,976,231127,False,Called it this morning on with . near-term bottom finally reached. These charts say it all. $BTC,Positive
Wed Jan 19 20:51:03 +0000 2022,BankXRP,1134,3348,248321,False,FOX : Judge Rules on Ripple VS SEC With,Neutral
Mon Jan 24 09:36:43 +0000 2022,Leerzeit,146,568,85770,False,"HAHAHAHAHA! Now LBRY also wants to grill William Hinman in their lawsuit with the SEC! Remember, one of Ripple's former lawyers is representing LBRY. Poor little Billy",Negative
Thu Jan 06 17:16:51 +0000 2022,martincpvalk,338,1201,20374,False,&amp; News: The XRP Army wants to expose the SEC via the Joe Rogan podcast,Positive
Tue Jan 11 18:46:30 +0000 2022,martincpvalk,109,408,20374,False,&amp; News: Is Ether a Security? SEC Chair Gary Gensler Avoids a Direct Answer,Neutral
Mon Jan 24 14:42:15 +0000 2022,FilanLaw,707,2551,243858,False,v. Ripple defendants have filed an objection to the SEC's request for additional time to file a motion for reconsideration of Judge Netburn's DPP ruling.,Neutral
Fri Jan 21 23:09:02 +0000 2022,FilanLaw,498,1594,243858,False,"v. BREAKING: SEC files motion requesting until February 17, 2022 to file a motion for partial reconsideration of the DPP Ruling &amp; asks to file 20-page brief &amp; to submit more documents for in camera review in support of motion to reconsider.",Negative
Sat Jan 22 00:57:22 +0000 2022,FilanLaw,333,1196,243858,False,"v. The SEC has also requested an extension of time from Judge Torres to file objections to Judge Netburn's DPP Ruling. The SEC had two different routes to take in response to Judge Netburn's DPP ruling. First, it could request that Judge Netburn",Neutral
Tue Jan 25 21:59:38 +0000 2022,fintechfrank,16,144,197400,False,Ripple now worth $15bn after Series C buy back - nuts,Positive
Thu Jan 27 02:38:44 +0000 2022,XRPcryptowolf,136,543,401868,False,SEC is probing crypto exchanges Voyager Digital and Gemini Trust and crypto lender Celsius Network as part of a wider investigation into crypto companies' interest paying services. and the community tried warning everyone,Negative
Mon Jan 17 16:29:43 +0000 2022,Utoday_en,1600,4621,94787,False,"Musk puzzles $SHIB and $DOGE holders, Schwartz calls $BTC ban disastrous for , scores 1.226 million users: news digest by $XRP",Neutral
Thu Jan 27 13:33:23 +0000 2022,DefendDark,219,1139,142887,False,"Hi there. Today I'd like to share how the price is repressed. I expect they can't sustain this any longer. IF we Keep multi-year Resistance, the move start in February. We're indicating Feb for more than a year. Interesting times ahead . Road to $13.",Positive
Sat Jan 22 01:00:38 +0000 2022,sentosumosaba,355,1369,271924,False,"Breaking: ""The SEC is desperately trying not to have to turn over the documents to Ripple."" -",Negative
Mon Jan 10 20:19:59 +0000 2022,BrettHarrison88,252,1221,57262,False,"Current layer 1 blockchain usage, in transactions per second: Dogecoin: 0.23 Polkadot: 0.51 Litecoin: 0.52 Cardano: 1.38 Ethereum: 3.00 Tezos: 3.31 Bitcoin: 5.43 Avascan (X+C): 7.79 Ripple: 17.88 Stellar: 70.06 Solana: 1,833.00",Positive
Fri Jan 28 15:16:13 +0000 2022,bradmillscan,21,188,77995,False,"Ethereum Foundation sold another 20,000 Ethereum at the recent local top. Every time the eth foundation / Vitalik / Consensys dumps a massive presale bag it marks the top. Whats the difference between ripple dumping hundreds of millions on retail vs ETH founders doing it?",Negative
Sun Jan 16 01:45:18 +0000 2022,XRP_Productions,95,818,205237,False,"if you're in any way affiliated with ripple, you've ever worked with them, or taken money from them, you get my admiration. it's that simple. their entire strategy is lobbying for all of crypto and fighting for a level playing field and the internet of value.",Positive
Fri Jan 14 00:34:04 +0000 2022,mrnguyen007,47,592,45044,False,"I stop looking at XRP price until the day Ripple announced the lawsuit is over... I still called $22.00 XRP after the lawsuit has ended and I never change my mind or believed. To answer some of you, by HODL 500 XRP in 2024, you will become a Millionaire!",Positive
Wed Jan 26 19:23:59 +0000 2022,crypto_bitlord7,20,436,410853,False,Almost ready to launch the next dogecoin ripple SHIB,Positive
Sun Jan 30 00:33:58 +0000 2022,gokhshtein,33,113,100108,False,24 Hour Market Update +1% $ETH +1% $BNB -1% $SOL +2% $ADA +1% $XRP +1% $DOT +1% $TERRA -2% $DOGE +1% $AVAX +6% $SHIB +1% $CRO +2% $MATIC -1%,Positive
Sat Jan 29 10:00:50 +0000 2022,BitrueOfficial,97,333,439517,False,"phase 3 is now live! 16 new pools are open with up to 120% APY, plus there are special $XRP and $XLM pools available at 25%! To get started look for the Farms tab on your app, or invest via the web at",Positive
Sun Jan 16 01:08:41 +0000 2022,ISO_XRP,74,241,7459,False,"Joe Lubin We were gratified by Director Hinmans words a few days ago Director Hinman had something very nice to say about ether, that its NOT a security. Ripple, massively overvalued.",Negative
Thu Jan 13 10:00:24 +0000 2022,Leerzeit,185,744,85770,False,"Can you believe this? The SEC calls the XRP Ledger a ""sophisticated blockchain technology"", but calls its native token XRP a ""useless security"" playing no role withing this ""sophisticated blockchain technology underlying XRP."" other than funding for Ripple. Can't make this up.",Negative
Thu Jan 06 06:34:22 +0000 2022,Leerzeit,120,360,85770,False,"Look what else I found! Even the 4. guest has to do with Ripple! Troy Paredes, is a former SEC commisioner - but also an advisor to Ripple since 2020! So this panel consists of 2 former SEC employees who filed the lawsuit against Ripple &amp; 2 former SEC employees who advise Ripple.",Neutral
Sat Jan 22 18:14:01 +0000 2022,Ripple,607,2186,3131052,False,"By eliminating the burdensome pre-funding of destination accounts, On-Demand Liquidity () empowers businesses like to reduce operational costs, free up working capital and get ahead of the competition.",Positive
Mon Jan 24 23:31:00 +0000 2022,Ripple,761,2554,3131052,False,"Last year showed continued maturation for the space, but what will 2022 hold? Our leadership team predicts: Multi-chain interoperability Explosive growth in crypto payments New pressure to refine NFT infrastructure",Positive
Thu Jan 27 18:32:00 +0000 2022,Ripple,537,1832,3131052,False,"Using On-Demand Liquidity, is bringing instant, cost-effective remittances to the Middle East while also eliminating costly pre-funding of cross-border payments. Find out how this has helped their customers in the region grow and scale.",Positive
Thu Jan 13 21:34:20 +0000 2022,Leerzeit,38,382,85770,False,"Man how I needed this good news! The SEC must hand over the documents to Ripple! Finally! The next thing will be that the SEC will now black everything out on the documents, and Ripple will have to request that not everything be blacked out. Wanna bet?",Positive
Mon Jan 17 17:21:59 +0000 2022,JohnEDeaton1,145,676,400747,False,"Many people, like Ian, believe violated securities laws and should be sued by the SEC accordingly. Some believe that just b/c investors violated the law doesnt excuse Ripple from its wrongdoing. Regardless of whether you agree, this is not an unreasonable stance.",Negative
Tue Jan 18 13:45:53 +0000 2022,JohnEDeaton1,135,488,400747,False,Try and make logical or legal sense of the SECs arguments: 1) The SEC must protect the public from Ripples past and present sales of illegal securities; 2) SEC tells the Court Ripple can afford to conduct a search the SEC desires by selling illegal securities to the public.,Negative
Mon Jan 24 21:07:32 +0000 2022,RippleXrpie,177,1700,387259,False,"""BUY BACK"" $37,500 per",Positive
Tue Jan 25 23:59:00 +0000 2022,Ripple,1158,4115,3131052,False,"We're excited to hear that the concept of a digital dollar is being taken seriously, &amp; appreciate the Feds openness to hearing from the public on this issue. We believe that public-private collaboration is the best way to ensure fully informed outcomes.",Positive
Sat Jan 08 21:40:28 +0000 2022,Leerzeit,232,1292,85770,False,Let's ponder this fact for a moment: was the first cryptocurrency ever in history to be recognised as such by the US Treasury / FinCen. It wasn't Bitcoin &amp; it wasn't Ethereum. This lawsuit is an audit of Ripple for the role it will play in the future on the world stage.,Positive
Thu Jan 27 20:23:57 +0000 2022,Cobb_XRPL,89,1381,182835,False,Ripple changed profile picture Bullish,Positive
Mon Jan 24 07:13:29 +0000 2022,RichardHeartWin,175,1026,350412,False,Is it time? $BTC $ETH $BNB | |,Neutral
Mon Jan 24 08:41:10 +0000 2022,Crdn0Dd1,47,682,1294,False,"Hey , forget $ADA, now $XRP flipped $SOL",Positive
Thu Jan 20 11:25:07 +0000 2022,RippleXrpie,487,1703,387259,False,". and . Congressman Tom Emmer: "" IS NOT A SECURITY!""",Positive
Wed Jan 19 23:01:00 +0000 2022,Ripple,628,2055,3131052,False,Were excited to bring our proposal for capabilities to life on NFT-Devnet. can now test building NFT apps and use cases in a beta environment. Learn how to get started.,Positive
Thu Jan 20 17:00:31 +0000 2022,Ripple,486,1722,3131052,False,"~1.7B people are unbanked? But implementing can help drive greater financial inclusion. To achieve widespread adoption, banks and fintechs must enable consistent and reliable interoperability. Learn more in this Ripple Drop episode.",Positive
Sat Jan 15 02:57:41 +0000 2022,JohnEDeaton1,553,1752,400747,False,"Like I said before, Hinman better lawyer up. The day the filed Hinmans sworn affidavit in the / case stating the free pass speech represented only his personal opinion and not SEC guidance placed him in violation of Title 5. 1/2",Negative
Sun Jan 16 19:41:53 +0000 2022,jchervinsky,942,5057,141008,False,"No matter your view on , two things seem clear: - They're giving the SEC more trouble than anyone in crypto, maybe more than anyone period, incl. Elon - They're the leading dispute on securities law, if only b/c they'll fight to the death unlike those who caved &amp; settled",Positive
Sat Jan 15 22:20:00 +0000 2022,Ripple,336,1401,3131052,False,our engineering team successfully reduced rippleds memory footprint by more than 50% last year? Here's how they did it.,Positive
Wed Jan 19 17:47:47 +0000 2022,RippleXrpie,525,1912,387259,False,"BOOOOOOOOOOOOOOOOOOOM!!! Morocco's Largest Bank Joins RippleNet! Attijariwafa Bank, the largest banking institution in Morocco with $53.3 billion worth of assets under management, has joined the RippleNet network.",Positive
Wed Jan 12 22:40:00 +0000 2022,Ripple,417,1658,3131052,False,"Informal remittance channels can be an unfortunate necessity for those who can't access traditional payment systems but these channels are being disrupted by COVID &amp; digitization. Enter crypto, which brings affordability &amp; trust to a regulated system.",Positive
Tue Jan 18 19:49:23 +0000 2022,RippleXrpie,489,1691,387259,False,BREAKING NEWS!!! Germany: disconnecting Russia from SWIFT will have a nuclear bomb effect on world markets! SWIFT HAS TO GO DIGITAL... Connection with Fintech companies like is the key now!,Neutral
Wed Jan 26 19:11:54 +0000 2022,PrecisionTrade3,84,897,45168,False,"is starting to move!! A break above $.655 likely invalidates a new low which means that was probably our bottom ($.55)!! RSI is strong right now.. if we break past $.655, our next resistance isn't until $.69! Let's goooo Wave 3!!",Positive
Mon Jan 24 15:57:01 +0000 2022,PrecisionTrade3,136,1195,45168,False,"I don't believe in ""alt seasons"" or bear/bull markets but one thing is for sure.. MOST ALTS ARE ON WAVE 3! Here is Wave 3 target... $2!!",Positive
Tue Jan 25 20:41:43 +0000 2022,UniverseTwenty,232,1753,119732,False,Warning Bullrun Is About To Start In Few Days. My Target Is The Same 100/130$. If Extended Move Then 420$.,Positive
Fri Jan 28 21:28:27 +0000 2022,UniverseTwenty,26,545,119732,False,Weekend Pump ??,Positive
Tue Jan 25 12:22:26 +0000 2022,UniverseTwenty,38,564,119732,False,We May See 20% Pump In Soon.,Positive
Thu Jan 20 18:19:49 +0000 2022,KyleMacLeanX,638,2818,31934,False,My thoughts on Trigger warning $XRP,Neutral
Sun Jan 23 01:56:01 +0000 2022,xrp334,205,1669,59005,False,$XRP will melt faces,Positive
Sat Jan 22 14:12:14 +0000 2022,BCBacker,123,1385,330893,False,"As for XRP, still technically within an accumulation structure so long as the June low holds.",Neutral
Thu Jan 27 22:01:51 +0000 2022,FilanLaw,407,1604,243858,False,v. Ripple has filed its response to the SECs Letter of Supplemental Authority.,Neutral
Thu Jan 27 15:21:59 +0000 2022,LadyofCrypto1,49,944,617442,False,$XRP is going to $500 as soon as the lawsuits are over!,Positive
Mon Jan 24 14:42:15 +0000 2022,FilanLaw,707,2551,243858,False,v. Ripple defendants have filed an objection to the SEC's request for additional time to file a motion for reconsideration of Judge Netburn's DPP ruling.,Neutral
Sat Jan 22 18:50:49 +0000 2022,rezabashash,111,371,23223,False,How to confirm the amount of your Airdrop: 1- Go to: (CHANGE ADDRESS to your XRP address) 2- (SOLO BALANCE * 1.2420448858) + (XRP BALANCE * 0.004456338205) = Airdrop amount * Please note there is a 0.01% network burn fee.,Neutral
Sat Jan 22 18:26:22 +0000 2022,AudioXRP,598,5631,1706,False,I WILL be a NFT millionaire in the next 2-3 years!,Positive
Fri Jan 21 13:00:01 +0000 2022,cryptocom,331,1445,3032993,False,Happy weekend! Songbird token distribution to $XRP holders has begun ! Tokens will be in your $SGB Wallet by Monday.,Positive
Thu Jan 27 17:25:02 +0000 2022,MicahPW20,360,2467,10331,False,"Crazy how value just doubled to $15,000,000,000 and what did do????? Absolutely fucking nothing. XRP IS NOT A SECURITY!!!!!!!!",Positive
Tue Jan 25 02:56:07 +0000 2022,Mel_Senechal,44,754,42927,False,Making money with $XRP will be sofa king easy in 2-3 months,Positive
Tue Jan 25 21:39:17 +0000 2022,EleanorTerrett,414,1737,235634,False,Ripple tells us business is booming despite SEC tensions and this move really underscores the strength of their business model and position in the market.,Positive
Sun Jan 30 10:55:11 +0000 2022,RippleXrpie,79,2003,387259,False,Who is still holding ??,Neutral
Sat Jan 29 21:26:28 +0000 2022,notgrubles,23,317,63228,False,SEC's repeated spot ETF rejections are making me want to support Ripple in their lawsuit what is happening to me make it stop,Negative
Sat Jan 15 11:51:05 +0000 2022,Leerzeit,68,345,85770,False,"If Judge Netburn hadn't declared Hinmans speech as personal opinion: - Hinman would have been guilty of perjury - The SEC would be responsible for - Ripple had no access to his emails - Ripple had no access to ETHgate related documents Pragmatic, less drama, swifter end",Neutral
Thu Jan 06 16:51:05 +0000 2022,ercwl,29,595,165647,False,Can someone tell me wtf is still actually doing at this point? Are they still trying to convince people that banks/FIs will use XRP as a bridge currency for FX and that this somehow would bring cost gains? Or pretending ISO standards compliance matters? Or what?,Negative
Tue Jan 18 14:52:19 +0000 2022,JohnEDeaton1,161,1013,400747,False,"What Ive learned throughout the litigation and during the last year is that XRP haters are more concerned and focused on than most . Theres no doubt a lot of are fans of Ripple, but XRP haters are way more focused on Ripples efforts than holders.",Negative
Thu Jan 27 18:59:30 +0000 2022,davidgokhshtein,29,380,801745,False,Ripple planning to go public?,Positive
Fri Jan 28 20:41:03 +0000 2022,JohnEDeaton1,236,1232,400747,False,Some XRPHolders criticize Ripple for its XRP ownership. Some agree w/Ripples XRP ownership. Some criticize choosing cross-border payments smart contracts. All examples of why SEC is wrong. It claims we bought XRP w/intent to enter a common enterprise w/Ripple &amp; each other.,Negative
Mon Jan 24 10:54:31 +0000 2022,RippleXrpie,65,907,387259,False,People think $100 per is far away because we are under $1...,Neutral
Sat Jan 22 19:42:08 +0000 2022,TaikiMaeda2,44,426,99316,False,Jesus $LUNA becoming closer and closer to flipping $XRP and $SOL,Negative
Thu Jan 27 20:07:56 +0000 2022,BCBacker,111,1083,330893,False,"IS THIS TIME DIFFERENT? Or Have We Seen It All Before? Bitcoin Price Chart, Altcoin Market and XRP.",Neutral
Sun Jan 30 22:35:11 +0000 2022,Mel_Senechal,51,832,42927,False,"Twitter is only good for 1 thing, helping people learn and invest in $xrp",Positive
Wed Jan 26 18:54:37 +0000 2022,Mel_Senechal,43,670,42927,False,"When $xrp goes to $13, are you going to say: ""damn, I could have bought more..."" I know I WONT be saying that...",Positive
Sun Jan 30 20:34:57 +0000 2022,attorneyjeremy1,469,2040,371785,False,"""In court the SECs lawyers stand behind their logic-neutral pronouns, the arrogant condescension that everyone should have known that XRP was always a security, that Hinmans speech wasnt guidance, and that all those wesmeaning the SECis mass delusion."" Pro Writers!",Negative
Fri Jan 28 16:37:38 +0000 2022,Mel_Senechal,27,536,42927,False,make sure to set those $xrp sell orders. That new lambo ain't paying for itself.,Positive
Tue Jan 25 19:40:54 +0000 2022,BCBacker,148,1400,330893,False,"LOOKING HOPEFUL, Bitcoin Price Chart Reaches Fractal, XRP Chart Looks Optimistic for Altcoin Market",Positive
Wed Jan 26 07:33:07 +0000 2022,SirRobArtII1,77,2427,54969,False,Who is still holding right now?,Neutral
Thu Jan 27 02:38:44 +0000 2022,XRPcryptowolf,136,543,401868,False,SEC is probing crypto exchanges Voyager Digital and Gemini Trust and crypto lender Celsius Network as part of a wider investigation into crypto companies' interest paying services. and the community tried warning everyone,Negative
Wed Jan 26 05:34:49 +0000 2022,UniverseTwenty,82,650,119732,False,10$ Before April 2022. &amp; Then To 2.50$. Then By End Of April Or Early May 100/130$. Just Before 5 Mins Of US Stock Market Closing Bell. I Could Be 100% Wrong. Its Just My,Neutral
Mon Jan 24 05:07:10 +0000 2022,Cobb_XRPL,366,2087,182835,False,$BTC network piece of shit $ETH network piece of shit steals everyones money in overpriced gas fees $SOL network piece of shit literally 72 hour down time $XRP 9 year 100% uptime I dont know why its so hard for people to understand this,Positive
Wed Jan 26 20:48:04 +0000 2022,CGasparino,291,1544,238168,,Breaking repurchase of its private shares has some crypto investors feeling bullish about companys ability to prevail in case and then IPO possibly this year; others worry its a move to limit liability in case of a loss. more now,Neutral
Wed Jan 19 16:05:04 +0000 2022,CGasparino,504,1953,238168,,Scoop (1/2) Judge Netburn in v has ruled on Ripples request for privileged SEC docs in determining as a security. Mixed ruling for Ripple BUT judge says all drafts of former SEC official Bill Hinmans now famous speech on what constitutes a security,Neutral
Thu Jan 20 02:03:43 +0000 2022,IOV_OWL,42,429,157909,,If Ethereum gets retro deemed a security at some point in its life span does Vitalik apply again to work at Ripple and is there going to be room on the couch?,Neutral
Thu Jan 27 11:04:03 +0000 2022,X__Anderson,32,296,119280,,I don't see why a global payment system would have to have their HQ in the US. SWIFT's headquarter is in Belgium. It will probably be easier for the US government to put pressure on if its HQ is in the US.,Neutral
Tue Jan 25 01:00:34 +0000 2022,mreinvest,107,716,1503,,"After reading Judge Netburns Order today, Ive never felt so positive for XRP. The Judge issued her Order on the same day Ripple responded to the SEC. Its a very limited Order. Theres a lot at stake here and Judge Netburn is making this appeal-proof.",Positive
Fri Jan 28 16:31:59 +0000 2022,JohnEDeaton1,113,1000,399370,,"Just keep it factual. If someone said after 21 million are mined, a miner could still mine or print more , Im sure you would correct them. Criticize Ripple all you want. Say you think its wrong or bad that Ripple owns over 50% of the XRP - just dont make shit up.",Neutral
Wed Jan 19 16:05:04 +0000 2022,CGasparino,222,1238,238168,,(2/2) will be admitted as evidence. Ripple is looking to show the Hinman speech indicated SEC bias in favor of competitors such as . Hinman has denied and states those comments were his own opinion not official SEC position. Story developing,Neutral
Thu Jan 27 21:35:23 +0000 2022,EleanorTerrett,112,999,235631,,Going to some digging into what this could mean for SEC/Ripple lawsuit. Stay tuned!,Neutral
Mon Jan 24 17:01:26 +0000 2022,blockchainedbb,24,305,217925,,"Crypto crash and stock market crash could have a ripple effect on the housing market which could actually affect the economy as a whole. If Fed continues to do tapering and rebalance the balance sheet and be more hawkish, we could see further drops across the board.",Negative
Sat Jan 15 13:43:04 +0000 2022,nic__carter,572,3035,411429,False,we're at the point where the government is teaming up with ripple to create paid opposition research on Bitcoin mining,Negative
Sun Jan 16 18:19:25 +0000 2022,RippleRiddler1,101,984,15633,False,"2022 is the last year to accumulate $XRP , $XDC and $XLM at low prices",Positive
Fri Jan 14 00:38:46 +0000 2022,CoinDesk,483,1683,3360137,False,"The must surrender an email with a draft of former director William Hinmans speech on whether ether is a security to in an ongoing lawsuit the agency filed against the crypto startup, a judge ruled. reports",Negative
Fri Jan 07 18:18:47 +0000 2022,mrnguyen007,96,918,45044,False,The Ripple lawsuit is coming to an end sooner than we think! XRP will be the 1st Crypto in the US to get true regulation and thrive from there. All true XRP HODL are the future Millionaires in this space! Those who sold will regret when the day come! Mark my words...,Positive
Thu Jan 13 21:28:05 +0000 2022,FilanLaw,772,2625,243858,False,"v. BREAKING: DPP Decision: Ripple's motion is GRANTED in part as to Parts A, C-F, H-K, N, and P of Entry 1 of Appendix A, and GRANTED in full as to Entry 9 of Appendix A. To the extent the SEC believes discrete portions of the notes in",Positive
