created_at,user,retweet_count,favorite_count,followers,is_verified,clean_text,sentiment
Wed Oct 12 13:06:56 +0000 2022,Wonashi1,51,150,934,,"Be careful to , the owners used to be the ex-owners of where they soft rugged the whole project and let it die after taking the LP out. Now they're asking you to pay 2$SOL for 10k collection under this market conditions. DYOR and don't fall for it!",Negative
Thu Oct 13 19:10:01 +0000 2022,SolanaMummy,28,119,80075,,What projects are building a strong community during the 2022 bear market?,Neutral
Fri Oct 14 12:05:01 +0000 2022,NFTDoctor33,13,129,45944,,"Here is a probably unpopular opinion. DeGods is like BTC of Solana NFTs when it is up, all market goes up when it is down all market goes down",Neutral
Thu Oct 13 23:29:51 +0000 2022,SolanaLegend,49,170,190650,,"Look at the timeline, who is still here? Who is still grinding? Creating content, pumping out research, networking They will be the kings of the next bull market The bull market is just the victory lap, the die is cast now",Positive
Fri Oct 28 16:09:09 +0000 2022,marc_tbh,7,177,6085,,How do we get the Solana and Ethereum communities back to good vibes? Cardano mfers never seem to let market conditions affect their daily routines. SOL/ETH can get really toxic at times. Is liquidity the only catalyst we have? Cant be.,Negative
Wed Oct 19 12:18:38 +0000 2022,HGEABC,40,404,134992,,Whole Solana NFTs market cap right now: $795 M Axie Infinity FDV: $2.8 B Arweave FDV: $667 M,Neutral
Mon Oct 10 12:14:57 +0000 2022,Omerta_SOL,6,33,9479,,"Due to current market conditions, weve decided on a mint price of 23 Solana with 98% royalties!",Positive
Mon Oct 24 04:57:26 +0000 2022,AlexBSLCo,74,409,38658,,"Solana NFTs are here to stay. It took more than a year of grinding through all kinds of market conditions to get where we are today. The DAAs, SMBs, BSLs and DeGods of Solana aren't built overnight. I'll start worrying about Aptos when I see innovation, not just mindless pnds.",Positive
Mon Oct 03 19:13:46 +0000 2022,MySol2Squeeze,4,52,25913,,"After nearly 11 months of market dominance from Magic Eden Solana NFT Marketplace competition is heating up again. Hyperspace, Solanart, Tensor, Yaww, Hadeswap Which of these do you like the most and why?",Neutral
Tue Oct 18 15:47:06 +0000 2022,SolamiMamis,104,521,29072,,I love Solana I truly do and I will always stay grounded here But with this time of uncertainty and willingness for change in the market I am looking to explore other chains Hbar is leading the charge for me,Neutral
Fri Oct 21 14:54:34 +0000 2022,ibuprod,57,191,11492,,How has TVL managed to grow 15x in the bear market? Something's happening... $ALGO $ETH $SOL $ADA,Neutral
Wed Oct 19 17:56:29 +0000 2022,LitecoinYagami,155,659,26397,,How to make 100 $SOL in a bear market trading NFTs (even with 0% royalties);,Positive
Mon Oct 10 21:25:42 +0000 2022,0xGumshoe,128,489,56675,,"The $SOL NFT Bear Market is coming, and 75% will abandon ship once again. Don't leave. Let me tell you why. [1/8]",Negative
Tue Oct 11 16:08:18 +0000 2022,DAGLTX207,45,196,2421,,$ETH Mcap - $156 B $DOT Mcap - $7 B $SOL Mcap - $11 B $ADA Mcap - $13 B $HBAR Mcap - $1.5 B $DAG Mcap - $200 M $DAG is the most undervalued network token available in the crypto market that checks all the boxes $DAG will have a Mcap of $50 B within 3 years,Neutral
Sun Oct 09 03:49:14 +0000 2022,thisisdjen,13,154,63328,,"There are 2 awesome under 5 $sol projects in the market. Both of them are working towards the security of nft things. If this post gets 100 comments, i will release the names. Also guess what are the projects, if i like your comment, that means youre right.",Positive
Fri Oct 28 13:41:05 +0000 2022,DegenerateNews,67,590,385201,,BREAKING: $DOGE FLIPPED $SOL TO BECOME THE WORLDS 9TH LARGEST CRYPTOCURRENCY IN TERMS OF MARKET CAP,Negative
Sun Oct 16 16:17:24 +0000 2022,CryptoBullet1,58,323,169879,,My Top 5 coins to Accumulate in this Bear Market: 1. $ETH 2. $ATOM 3. $DOT 4. $NEAR 5. $SOL,Positive
Sat Oct 01 00:18:52 +0000 2022,LiveLambo,21,193,1987,,"Solana $SOL has been down for the last 3 hours Not a single mention on my feed Market is so dead no one cares anymore or ""solana down"" is the normal state that is not even worth mentioning it anymore",Negative
Wed Oct 12 18:28:46 +0000 2022,Rewkang,13,213,380807,,"$ADA / ADABTC looking like a plump inverse investment &gt; Vasil hard fork catalyst past &gt; Retail flows dead &gt; Still at $13B market cap above $SOL, $DOGE &gt; Just broke below multi-month support &gt; Still trading at H1 2021 bull market levels",Negative
Tue Oct 25 16:19:24 +0000 2022,XMaximist,10,85,558662,,Its hard AF to buy when the market is down but thats the time to accumulate when others are fearful! I have huge bags of $XRP $HBAR $SYS $XCAD $VRA $UNO $BLOK &amp; I have my $SOL as a nice store of value! My bags are fully packed!,Positive
Fri Oct 14 12:38:10 +0000 2022,MintOfTheDay,17,66,141742,,"Let's look at the $SOL Market this morning Total 24h Vol: 100 700 Smart Money bought Top Social Buying: , 6K $SOL 1D Vol! Top Mover , FP gained +51% &amp; also moving!",Positive
Thu Oct 06 09:11:28 +0000 2022,MintOfTheDay,77,119,141742,,"Let's look at the $SOL Market this morning ME 24h Vol: 79 400 Smart Money bought: Top Social Buying: , 9K $SOL 1D Vol! Top Mover , FP +392% &amp; also moving!",Positive
Tue Oct 11 07:16:00 +0000 2022,LadyofCrypto1,191,1499,617427,,"Five cryptos I'm accumulating in the bear market. $PYR, $NEAR, $SOL, $AZERO and $AVAX. Not going heavy yet though, still 90% stable.",Positive
Thu Oct 06 19:07:23 +0000 2022,AngeloBTC,70,783,282828,,Attempting to regain TV account to update/post once again. Every long position I own in crypto is underwater relative to last year. $BTC $DOGE $XRP $SOL Original thesis/targets for these positions have not changed. This market is an infant. You can still make it,Neutral
Sat Oct 08 20:02:31 +0000 2022,SolportTom,86,504,129425,,"It seems like it's only a matter of time before royalties are completely ignored by all major marketplaces in $SOL. This is something I foresaw after Yawww started getting some attention. No one wants to lose positioning in the market, so it makes sense to follow.",Negative
Sun Oct 16 16:50:37 +0000 2022,OfficialTravlad,57,219,465907,,The bear market is where you make money. What projects are you buying at these lows? $BNB? $BTC? $ETH? $MATIC? $SOL?,Neutral
Sun Oct 16 22:05:13 +0000 2022,FamousFortuna,56,65,4742,False,"Rad Cats Token ( has been verified on our Famous Token Market, a safe and secure way to p2p trade tokens! $SOL",Positive
Fri Oct 07 12:12:57 +0000 2022,FamousFortuna,19,21,4742,False,"Simians' Utility Token ( has been verified on our Famous Token Market, a safe and secure way to p2p trade tokens! $SOL",Positive
Thu Oct 27 18:45:09 +0000 2022,HGEABC,80,344,134956,False,13.5K collections - 14.29M NFTs - 1.9M listed - 25M $SOL market cap / 790M $USD - 2 Top NFTs start-up in SOL combined at over 2Billion+ valuation. Either VCs are braindead or the total Marketcap of $SOL is extremely undervalued,Positive
Thu Oct 20 12:00:24 +0000 2022,TheMoonCarl,41,263,1502342,False,Choose your ultimate market squad: Team1 Team2 Team3 $BTC $ADA $BNB $ETH $QNT $SOL $BNB $APT $LTC $DOGE $SHIB $TSUKA,Neutral
Fri Oct 21 01:23:30 +0000 2022,DrProfitCrypto,25,419,404591,False,"Coins such as $SOL or $ADA which were labeled as the future of crypto are now fighting for their existence. New coins are coming to take over Things happening as expected, stay away from shitcoins in a bear market.",Negative
Wed Oct 26 21:41:08 +0000 2022,CryptoGodJohn,27,471,828189,False,3 coins I continue to dollar cost average throughout this bear market $SOL $ETH $LINK,Positive
Thu Oct 06 01:49:30 +0000 2022,CryptoGodJohn,38,652,828189,False,Two coins that I will continue to dollar cost average and accumulate this bear market are $SOL &amp; $LINK,Positive
Sat Oct 01 23:11:00 +0000 2022,NCashOfficial,46,382,75481,False,$AZERO might just be the next 500X gem $SOL did a 500X+ run off of VC backing + mass hype shilling managed to hit $3 during a bear market and is trading just under $1 I'm stacking,Positive
Sat Oct 15 02:22:47 +0000 2022,Pons_ETH,17,178,62185,False,Looks like went to optional royalties. Sucks to be a project in the $SOL ecosystem Bear market Marketplace kneecaps revenue streams This is a death knell for most projects on that chain,Negative
Mon Oct 24 01:06:21 +0000 2022,Mamba248x,26,213,23896,False,"Solana has been under attack w/ FUD from the very beginning. This is nothing new. These are all just bear market narratives playing out. Once the macro trend shifts, the narrative will change again and you wont want to miss $SOL or the Solana ecosystem.",Positive
Tue Oct 04 03:00:26 +0000 2022,SolanaLegend,8,64,190651,False,Bear Market DAO coming soon... Snapshot has been taken... Actions have consequences...,Negative
Wed Oct 19 11:46:46 +0000 2022,JellyCoNFT,49,164,33128,False,We've got saving Solana! Don't worry Jelly &amp; all the others out there that are actively building in these market conditions are going to rise and prosper. Back builders and you'll be safe.,Positive
Sat Oct 29 01:11:31 +0000 2022,Kumars_NFT,22,71,794,False,"ook at these guys! Hyped to be a part of the , an iconic project within the ecosystem. Both gone straight into meditation, got to stack some early $TRB so I can get in on the Tribe Market",Positive
Sun Oct 16 23:02:28 +0000 2022,EasyEatsBodega,11,126,126390,False,"The market today is a blood bath So many people flooring it all to get liquid So many people saying they gonna go check out ETH So many people writing off Solana Peak fear approaching Personally, Ive bought some shit, sold some other shit. But one things for certain...",Negative
Thu Oct 06 12:54:59 +0000 2022,Jerry10240,107,444,35173,False,"An important update on the Find Satoshi Lab ecosystem and beyond In the last year the team has worked on launching , achieving almost 5m users and the leading DEX on Solana. We are builders at heart and have continued to build through this bear market. [1/8]",Positive
Sun Oct 09 15:17:27 +0000 2022,Ace0fTrades,50,256,19485,False,Everyone just says projects need a different revenue stream before coming to the market then Give me one reason to make a Solana NFT if I already have a rev stream capable of sustaining my whole business? NFTs are used for crowdfunding and building teams/ideas out,Neutral
Sun Oct 23 21:16:34 +0000 2022,SweeperSolana,13,261,17005,False,Who is to blame for the solana nft bear market?,Negative
Sat Oct 29 02:30:59 +0000 2022,0xCheffy,21,68,17451,False,"With the way the Solana market is right now, there are so many projects that are massively undervalued. Now is the time to get into projects that you might have been priced out of previously so now we can get in at low entry points. These are all just my opinions and thoughts",Positive
Sat Oct 01 16:16:04 +0000 2022,MartiniGuyYT,51,225,687767,False,"has broken 8 times this year It has some of the largest investment in , thousands of developers building on it Outages will stop eventually, the problem will get fixed So this is an opportunity for investors to buy a market lacking confidence not investment",Neutral
Fri Oct 14 12:20:05 +0000 2022,sp00n1cus,12,287,61533,False,What if I told you there's a project on Solana owned by a beverage company with a $90 billion market cap...,Neutral
Tue Oct 25 19:11:37 +0000 2022,Patches_NFT,73,136,9920,False,"Patches PuzzleUtility SNEAK PEAK Patches Development Team are in the process of Building a Revolutionary Fractionalized NFT Exchange. A Utility that stands alone while providing Market Leading Technology, New Infrastructure and Opportunities within the Solana Ecosystem.",Positive
Wed Oct 12 12:50:14 +0000 2022,SolanaSensei,32,234,213086,False,"If we make it through this bear market, I promise we will be greatly rewarded. We are much closer than we think!! I am with you and I love you so much.",Positive
Mon Oct 10 12:37:54 +0000 2022,SolanaLegend,5,96,190651,False,Big announcement coming this week A refocusing of the Solana Legend account and a reassessment of the NFT / Web3 market Youre going to want notifications on,Positive
Fri Oct 14 06:39:10 +0000 2022,shax_btc,32,121,10502,False,Does Solana CT community need its own council? Lots of bear market builders look primed for when this reverses Not enough characters to list all. But we should come up with a way to award them publicly,Positive
Tue Oct 11 23:49:06 +0000 2022,Mudit__Gupta,9,112,67747,False,First major lending protocol hack due to offchain market manipulation. Don't ape in lending protocols with shitcoins and/or no risk management. About $50m of Solana tokens among others were stolen . Let's see if the hacker can cash out.,Negative
Mon Oct 24 01:29:59 +0000 2022,frankdegods,10,162,419437,False,The Solana NFT bear market is definitely not because were in a global recession &amp; Solana is down 89% from ATHs. Its those fuckin t00bs!,Negative
Sun Oct 23 12:55:50 +0000 2022,Mamba248x,11,180,23896,False,"As time passes the people left here are the ones who believe very much in Solana long term. The bear market will continue on, but this is an endurance race. Glad to be here with you all",Positive
Mon Oct 24 01:06:21 +0000 2022,Mamba248x,26,213,23896,False,"Solana has been under attack w/ FUD from the very beginning. This is nothing new. These are all just bear market narratives playing out. Once the macro trend shifts, the narrative will change again and you wont want to miss $SOL or the Solana ecosystem.",Positive
Tue Oct 11 23:21:11 +0000 2022,0xFranzKafka,17,467,2019,False,The hack actually isnt the brain scratcher. Why is there 100m on Mango Market on Solana.,Negative
Tue Oct 04 23:34:19 +0000 2022,SolanaLegend,9,74,190651,False,Bear Market DAO is rebranded to Legend DAO effective immediately Props to and for what they are doing - but we are moving differently and wanted to make the distinction,Neutral
Wed Oct 26 23:10:09 +0000 2022,TopazMarket,67,192,124187,False,"""Aptos Monkey topping all other NFT collections across both Solana and Ethereum in terms of 24-hour trading volume."" reports for",Neutral
Tue Oct 18 18:51:42 +0000 2022,MMCrypto,81,337,1725546,False,I dont want to buy the crazy pre market valuation and I dont want to buy the pump. I wait for a dump a la Solana last cycle to scoop it up.,Negative
Thu Oct 20 12:00:00 +0000 2022,MarioNawfal,31,85,2240183,False,The Crypto Roundtable will be live in 3 hours. Some of the news we'll be discussing: Aptos vs Solana Ethereum &amp; XEN The bottom of the bear market Devs in Web3 Mango exploited MasterCard offering crypto trading to banks,Neutral
Thu Oct 20 16:38:35 +0000 2022,BohemiaArtFair,33,115,21289,False,"Gm Solana, With our next Sunday update we hope to bring some sunshine to this bear market Woop Woop",Positive
Tue Oct 18 08:37:44 +0000 2022,BusyBoars,60,96,6005,False,"New Quality Standards, Updates and Realtalk A New Meta Begins! A mega thread 1. The current market and how we react The current Solana NFT market is going crazy due to the 0% Royalty News. So many people and projects have expressed their opinion and so have we.",Neutral
Sat Oct 15 16:09:50 +0000 2022,JagoeCapital,12,62,26122,False,"I think just greatly expedited the adoption of AMMs in the Solana NFT space, without realizing it. Projects will begin to provide liquidity to AMMs like , etc. to reciprocate the lack of royalty revenue in these new market conditions.",Positive
Mon May 09 21:45:00 +0000 2022,Lytsout193,13,151,5605,,"I just heard the biggest mainstream Furu say ""We don't need anymore L1's."" In reference to the market crash. After shilling $ADA $DOT $KSM $XRP $WAX $POLY $SOL the whole freaking bull market How he makes it on CNBC as a ""Crypto expert"" is beyond me",Negative
Sat May 14 14:25:55 +0000 2022,cr0ssETH,168,1076,61345,,"The market's bearish, so I said Okay same. Spent 1504 $SOL ($70k) on 9 &amp; new pfp.",Negative
Sun May 01 13:10:34 +0000 2022,jaredctate,93,326,38178,,So $ETH fees are sky high &amp; $SOL crashes and market sells off? For years I have been saying will never scale &amp; fees will be insane. is so centralized it cannot even stay up. has been running decentralized since 2014 w/ low fees.,Negative
Thu May 12 02:29:46 +0000 2022,OrlandoCruzNFT,8,43,4657,,"Just snagged my 3rd and sent it to the gym to work for $whey. New to $sol last week market currently sucks, and have already fell victim to a rug Glad to be holding these Apes right now.",Negative
Sun May 08 02:52:54 +0000 2022,HGEABC,23,172,134992,,"If you reverse the $SOL price chart, you get the chart. Storing my $SOL in bears for the bear market.",Negative
Sat May 21 13:10:47 +0000 2022,FamousFoxFed,56,234,72049,,"ReGuLaTeD Token ( has been verified on our Famous Token Market, a safe and secure way to p2p trade tokens! $SOL",Positive
Sun May 01 22:14:08 +0000 2022,traderpow,37,177,134612,,I think sub 100 FP is FUD. They've set it straight with all the stats (500K $SOL volume in 3 days of launch). It's only nautral to see a correction after 120x+ move from mint + choppy market. I now own 12. WAGBO,Positive
Fri May 27 07:28:14 +0000 2022,HGEABC,42,161,134992,,". Laboratory SOLD for 2285 $SOL In the bear market, those profitable companies behind an NFT project might differentiate themselves from the hype and pure FDV plays. Mad Scientists sitting at 35 $SOL Upgrade to PFP by burning 1000 Faction tokens",Neutral
Sun May 01 13:51:18 +0000 2022,maxkeiser,23,213,639280,,"Keep toxic shitcoin $SOL and other shitcoins like EOS, ETH, BNB, ADA, out of El Salvador. This is crucial - or theres very little market for Volcano Bonds. (No er wants their Bitcoin supporting shitcoins) READ:",Negative
Sun May 29 11:12:16 +0000 2022,LunarCrush,107,309,312767,,Current top 10 coins by LunarCrush AltRank with leading combined social + market activity. $bel $avax $ghc 4 $sol 5 $egld 6 $forth 7 $bsv 8 $drep 9 $rune $floki,Neutral
Wed May 11 04:21:46 +0000 2022,CoinMarketCap,38,187,6775038,,"A new weekly candle, so far not looking good for the bulls analyzes the movements of $BTC, $ETH, $NEAR, $SOL, $LUNA and $FTM in the 4-hour time frame.",Negative
Sun May 15 15:33:58 +0000 2022,FamousFortuna,42,80,4743,,"MOUS IN DA HOUS' Utility Token ( has been verified on our Famous Token Market, a safe and secure way to p2p trade tokens! $SOL",Positive
Sun May 29 01:03:36 +0000 2022,FamousFortuna,30,81,4743,,"Ghost Kid DAO Token ( has been verified on our Famous Token Market, a safe and secure way to p2p trade tokens! $SOL",Positive
Mon May 30 15:42:52 +0000 2022,koolk123456,31,142,185447,,"Brand meta has become oversaturated. Botted followers and fake hype has proven not to perform well on the secondary market from the last few BIG mints on $SOL. The market is slowly adjusting , a new META is on the rise.. Time for you to switch up your plays..",Negative
Mon May 09 19:15:03 +0000 2022,HGEABC,68,758,134992,,what if starts trading in $USDC instead of $SOL. We won't be affected by the crypto market volatility and focus on our cute JPEGs. Newbie buying first NFTs also doesn't have to convert to $SOL first. Anyone topup MagicEden with their bank gets some SOL airdrop for gas,Positive
Mon May 09 07:45:38 +0000 2022,IcedKnife,49,391,357429,,The entire market is bleeding except $SOL NFTs,Neutral
Thu May 12 05:22:39 +0000 2022,pizza_horserace,33,286,3540,False,Alright I did something. I bought my very first solana nft. Everything is gonna be okay during this bear market,Positive
Tue May 10 18:22:29 +0000 2022,ZssBecker,300,1772,1290903,False,"Probably gonna be an ugly grind for awhile. Unless your a good trader, markets not gonna be a great place to be. BUT with stable prices comes NFTs popping off. I think a boring summer market with HOT nfts, particularly in solana. AKA shitcoin jpeg trading.",Neutral
Wed May 18 11:07:01 +0000 2022,simbacryp,33,139,971,False,"One project that is floating under the radar of many in is . Art = . Embracing numerous core elements to become a staple SOL giant: CCT? - Community, Culture, Team. Tribe Market goes LIVE today This is a team building for longevity.",Positive
Tue May 17 13:39:28 +0000 2022,DaWickedCrypto,74,173,937,False,I have been calling for before the bear market and I am still calling it. If you are mostly in ETH projects and you want to try out you got to look at this. .,Positive
Sun May 08 09:37:00 +0000 2022,NathanHeadPhoto,11,125,104452,False,Bear market? Completed it mate.,Positive
Sun May 01 20:44:11 +0000 2022,WoofSolana,41,122,47763,False,We are happy to announce that the WOOFer Marketplace is now live to trade! Here you will be able to list and pay in $WOOF! We Own Our Future !,Positive
Sun May 01 13:10:34 +0000 2022,jaredctate,94,326,38178,False,So $ETH fees are sky high &amp; $SOL crashes and market sells off? For years I have been saying will never scale &amp; fees will be insane. is so centralized it cannot even stay up. has been running decentralized since 2014 w/ low fees.,Negative
Sun May 15 23:55:10 +0000 2022,TheGoldenBlazer,23,247,4564,False,Being a founder on the Market Cap project on Solana is incredible. Now I know how feels all the time.,Positive
Tue May 03 22:31:36 +0000 2022,invest_answers,15,310,267988,False,update - how we read the Fed and Market Skittishness! Jumping into all our fave on-chain and TA indicators looking at and live at 3.45pm PT,Neutral
Wed May 25 00:28:40 +0000 2022,CryptoBradS,9,58,9155,False,I heard has the strong community on solana. Do Apes follow apes? Lets see if what they say is true about this community. I am in the market for one more.,Positive
Wed May 18 02:09:56 +0000 2022,Atitty_,41,149,184991,False,The new Solana meta is quality art and I love it!!! The solana community has come a long way from pixel art to 4k quality art! This community is here to stay and even in a bear market Ive never been more bullish before!! LFG BULLISH ON EVERYONE IN THE SOLANA COMMUNITY!!,Positive
Sun May 22 05:14:26 +0000 2022,justiinape,27,150,28020,False,"The top 10 NFT collections on Solana have a combined total floor market cap of 518M. In the coming months, I believe we will see phenomenal growth to this #. Lets see how this ages",Positive
Fri May 20 14:27:16 +0000 2022,SairajBlank,26,239,632,,Regulations are coming soon.. 90% coins won't pump for next 4-5 years In this initiation of Regulation only $hbar will lead the market .. We might see $hbar alongside $btc $eth $Sol .. 5$ is this year,Neutral
Tue May 17 21:04:29 +0000 2022,kcryptoyt,33,191,7085,,"Next bull run, I honestly see $ICP becoming the next $SOL. It's much faster, it's genuinely scalable and it's backed by all the major VCs. It's one project I'm looking to accumulate a bit of whilst the market's down (I could be wrong)",Positive
Sun May 08 23:01:50 +0000 2022,coinmamba,117,3227,314508,,Bear market ends when $SOL hits $3. I don't make the rules..,Neutral
Fri May 27 20:19:57 +0000 2022,SolMintDaily,15,97,73037,,If you had 50 $SOL and could buy any NFT on the market............ Which type of would you buy?,Neutral
Thu May 26 09:30:01 +0000 2022,coinmamba,11,332,314508,,So when do unlocked $SOL from VC sale hit the market?,Neutral
Mon May 02 05:45:22 +0000 2022,Bagsy,50,1020,220195,,"$SOL is down 64% from ath. I know theres a lot of fundamental FUD right now, but it can only go down another 36%. If you think theres even a tiny chance it picks back up, I dont see why you dont go all in here. some of the best r:r youll ever get in this market",Positive
Mon May 23 13:06:45 +0000 2022,jords,6,89,64133,,"engagement on solana nfts is so wild, bear market doesnt even impact much bc many of you guys never check the price of $sol",Positive
Tue May 10 16:20:15 +0000 2022,CryptoAnglio,19,139,182896,,"i am so bullish on $SOL NFTs , we are having bear market and we still get 100x gains What will happen once we are in BULL market again ????????????",Positive
Wed May 11 21:35:01 +0000 2022,CryptoGodJohn,164,1065,828077,,I think when the dust settles $SOL NFTs will rally hard and have a bull market throughout summer. Solana Summer,Positive
Wed May 18 14:09:22 +0000 2022,MoonOverlord,23,439,301647,,the main coins im after in the bear market to accumulate $ETH + $SOL,Positive
Thu May 12 22:12:17 +0000 2022,danny_dicaprio,18,60,5947,,Which OG project will reach 100 $SOL when the Bull Market hit? (Warning : poll contains strong community) Vote based on your high conviction.,Neutral
Sat May 14 15:48:02 +0000 2022,CryptoGodJohn,20,335,828077,,I am hoping we see a $BTC bottom and stock market bottom within the next few weeks Go into a monthly sideways accumulation range I think this will be the perfect storm for NFTs to run hard and see a new bull cycle Use this time to accumulate as much $ETH $SOL possible,Positive
Mon May 16 20:48:49 +0000 2022,CryptoGodJohn,34,172,828077,,"Solana NFTs have been seeing a massive surge in volume and people entering the space. I am expecting $SOL summer in the NFT market to be massive with being the blue chip NFT of Solana. 1,000 SOL floor prices will become a normal thing with Solana NFTs.",Positive
Sat May 28 11:58:50 +0000 2022,CseersDao,14,29,16276,,"increased their supply to 11,111 and mint price to 2.75 $SOL. What do you think the outcome would be on the floor after launching in secondary market?",Neutral
Mon May 30 17:32:27 +0000 2022,the_lopetee,18,57,23279,,"Hey guys so I have been thinking. Some projects havent been doing much lately and with market down, the profits are little. I will dedicate some $Sol to help guys with no liquidity instead of sharing little profits with those you collab with. Interested??",Neutral
Sun May 29 21:02:00 +0000 2022,PrimitiveMoney,5,96,21868,False,As much as people have disagreements on SMB they still use them as a pfp. They are one of the strongest signals of the Solana ecosystem. In addition one of the strongest communities to weather a bear market. If I didnt rock my Boogle it would hands down be my SMB.,Positive
Mon May 30 00:44:48 +0000 2022,JakeGagain,17,114,388221,False,I've Been DCA'ing Into These Projects During This Bear Market - Are There Any Projects I Should Add?,Neutral
Wed May 11 18:32:48 +0000 2022,Cryptobanz_,400,2031,1728,False,The ENTIRE market: I've lost it all. I'm preparing for the worst. Fear and panic flood my mind every second. Solana NFT mfers: WHICH PROJECT WE APING INTO TODAY?!?!,Neutral
