created_at,user,retweet_count,favorite_count,followers,is_verified,clean_text,sentiment
Mon Sep 19 16:54:39 +0000 2022,davidgokhshtein,68,529,801702,False,I can be in both $SHIB and $DOGE. Telling me I cant is like saying I cant have a iPhone and a Samsung.,Positive
Sat Sep 24 15:56:12 +0000 2022,itsALLrisky,48,177,373832,False,"The needs everyone We're trying to compete with the banks and money men, some of the most well-resourced folks in history Our power is in our numbersjoin today! $DOGE",Positive
Sun Sep 18 10:11:05 +0000 2022,BSCGemsAlert,80,403,587850,False,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss $_____",Positive
Tue Sep 27 19:29:05 +0000 2022,WSBChairman,113,884,870393,False,Dogecoin has outperformed the British Pound by 11% in 9 days. The British should make Dogecoin their new currency because the Pound is now a shitcoin.,Positive
Fri Sep 23 19:06:54 +0000 2022,cb_doge,129,550,1445539,False,The 3 phases of crypto markets: Bull Season Bear Season Doge Season,Positive
Thu Sep 29 15:49:38 +0000 2022,MyDogeCTO,27,85,33139,False,"Update! v1.5.2 is now live on Android including: - Enhanced meme view - Like, dislike, and comment on memes - Improved notification and wallet feeds - Live price chart - Bug fixes and optimizations - -Commerce coming soon! iOS release will follow shortly!",Positive
Sat Sep 24 22:17:58 +0000 2022,crypto_bitlord7,69,677,410853,False,Im looking for a new meme coin that will give me dogecoin like gains,Positive
Mon Sep 26 01:59:30 +0000 2022,cobie,81,2605,781513,False,Dogecoin to 1 (approximately $0.06),Neutral
Mon Sep 26 22:09:18 +0000 2022,ProTheDoge,72,676,388095,False,"You buy, you hodl, you diamond hand it.",Positive
Thu Sep 29 20:21:09 +0000 2022,BigImpactHumans,15,126,183826,False,"Years ago, the Dogecoin Community did many charitable events and thats the type of stuff I am interested in but I hear crickets when I bring up truly doing good every day. it was once said that Dogecoin was the virtual currency with a heart of gold. Can we be that again?",Positive
Wed Sep 14 10:01:16 +0000 2022,TheCryptoLark,32,133,1392738,False,"Dogecoin vs Shiba Inu Which MEME coin is the best? Find out when they'll go to $1 each, which one's better and whether or not you should invest in meme coins Read here",Neutral
Thu Sep 29 03:23:02 +0000 2022,MattWallace888,86,929,2310382,False,Dogecoin,Neutral
Thu Sep 29 15:57:01 +0000 2022,MattWallace888,203,1589,2310382,False,People who buy up Dogecoin now are going to be rich!,Positive
Sun Sep 18 15:12:03 +0000 2022,WatcherGuru,545,2702,3129864,False,Top 10 cryptocurrencies by market cap (excluding stablecoins) 1. 2. 3. 4. 5. 6. 7. 8. 9. 10.,Neutral
Tue Sep 27 21:14:58 +0000 2022,MattWallace888,88,613,2310382,False,Dogecoin gets accepted by new small businesses every day. Each one may be just a little step but together over time its creating a MASSIVE impact!,Positive
Tue Sep 27 16:37:59 +0000 2022,TheGemHunters,115,151,74722,False,TOP 10 MEME TOKENS BY SOCIAL SCORE 27.09.2022 1 $QUACK 2 $SHIB 3 $DOGE 4 5 $COLLIE 6 $FLOKI 7 $PIT 8 $TSUKA 9 $LVM $PULI,Neutral
Fri Sep 09 09:43:32 +0000 2022,100bviking,170,508,61588,False,The did it! 's market cap is now officially verified by CoinMarketCap! This will allow $FLOKI to fully cement it's position in the trilogy with $DOGE and $SHIB! 3 This is an exciting beginning of new things for the people's cryptocurrency!,Positive
Tue Sep 13 11:40:12 +0000 2022,ShibInfo,273,3425,613764,False,"What do you prefer, $SHIB or $DOGE?",Neutral
Sun Sep 11 15:56:10 +0000 2022,Cetoex,78,1310,103246,False,"What do you prefer, $SHIB or $DOGE?",Neutral
Thu Sep 08 17:44:38 +0000 2022,MilgateTyler,20,75,10032,False,Good afternoon $doge fam I hope everyone is having a wonderful day so far Do Only Good Everyday,Positive
Tue Sep 27 09:32:55 +0000 2022,Crypto_Dep,179,224,116521,False,TOP Tokens by Social Activity 27 September 2022 $QUACK $SHIB $DOGE $FLOKI $PETS $PULI $BOBA $KIBA $MONSTA,Neutral
Tue Sep 13 15:49:35 +0000 2022,BeMakingCents,94,92,4426,False,"We heard $DOGE recently arrived on , making it fast &amp; feeless! much wow! Sadly, crypto space has been rather fragmented. That's why we've applied to to recognize 6 Dec as Intl. Memecoin Day, to learn to put aside our differences and",Positive
Wed Sep 07 04:09:50 +0000 2022,MariusCrypt0,455,2159,168072,False,"In 2020, there were 14 tokens in the Top 200 that did a 100x a year later, I recommended the first 9. $TFUEL $THETA $ADA $CHZ $MATIC $ZIL $SNX $HOT $DOGE $RUNE $AAVE $CEL $MANA $QNT In 2022, I recommend these 4 tokens for a 100x until 2024. $EGLD $QNT $GET $ROUTE",Positive
Wed Sep 14 08:26:16 +0000 2022,cryptojack,166,446,449987,False,Which will make you rich? $DOGE $EGLD $CRO $CAKE $BTC $ADA $SHIB $MATIC $CRV $ETH $SOL $MCRT $XRP $APE $ATLAS Choose only one!,Positive
Fri Sep 09 01:32:25 +0000 2022,BTCTN,49,197,3149545,False,The $258 billion lawsuit filed against Elon Musk and Tesla over their promotion has grown with new $DOGE investors and defendants added.,Negative
Thu Sep 08 05:08:48 +0000 2022,MariusCrypt0,37,187,168072,False,"If you had $100,000 to invest into only 7 of these 28 coins which are your Top7 and how much would you put in each? $BTC $ETH $XRP $SOL $AVAX $DOGE $HBAR $VET $XRD $ADA $QNT $EGLD $CHZ $AAVE $CMP $XRD $AZERO $BLOK $ATLAS $SYS $SAITO $ROUTE $CHNG $DAG $GET $GEEQ $MTV $LOOP $ENQ",Neutral
Sat Sep 10 19:42:23 +0000 2022,MEXC_Listings,224,1244,311639,False,"2014 - You missed $BTC 2015 - You missed $DOGE 2016 - You missed $XRP 2017 - You missed $ETH 2018 - You missed $ADA 2019 - You missed $BNB 2020 - You missed $LINK 2021 - You missed $DOT In 2022, dont miss _____.",Positive
Sun Sep 18 21:28:15 +0000 2022,Pablo_cro,714,671,83713,False,THE BEARMARKET IS ONLY FOR THE STRONG! Cant handle it? Come back and buy the green in a few months,Negative
Thu Sep 08 19:41:13 +0000 2022,Gemini,110,320,554224,False,"on , an Ethereum-based alternative to Dogecoin $DOGE. $SHIB is an ERC-20 utility token compliant with the ETH network. It can be used for staking and liquidity mining. Check out the $SHIB price page to learn more:",Neutral
Thu Sep 08 15:27:39 +0000 2022,Melt_Dem,101,534,270407,False,"1/ shamanism, influencers, and capitalism cults what do the oracle of delphi, kim kardashian, dogecoin, berkshire hathaway, and the stock market have in common? so much more than you could imagine",Neutral
Sun Sep 18 19:09:21 +0000 2022,MyDogeCTO,17,79,33139,False,I believe Dogecoin will succeed!,Positive
Mon Sep 19 20:46:02 +0000 2022,Cobb_XRPL,64,753,182834,False,XRP is the most hated cryptocurrency because it is the most disruptive Nobody hates dogecoin because its not disrupting shit,Neutral
Mon Sep 26 08:51:09 +0000 2022,MattWallace888,97,957,2310382,False,Dogecoin,Positive
Sun Sep 18 07:57:23 +0000 2022,WatcherGuru,518,3225,3129865,False,JUST IN: has flipped $DOT to become the 10th largest cryptocurrency in the world by market value.,Positive
Sun Sep 25 09:49:46 +0000 2022,MattWallace888,186,1470,2310382,False,Elon Musk is going to put a literal Dogecoin on the literal moon,Positive
Tue Sep 13 11:16:00 +0000 2022,TheUnderDoge3,23,151,62745,False,good morning $DOGE frens,Positive
Tue Sep 06 11:23:32 +0000 2022,TheUnderDoge3,14,110,62745,False,"Good morning to all you $DOGE loving, taco eating, tweet happy, awesome mfers! Hope you have a fanfriggintastic Tuesday!!",Positive
Fri Sep 02 02:48:12 +0000 2022,GoodDogeOrg,166,141,2122,False,"$DFRUIT X $TREAT Partnership In honor of our new $TREAT 2x boosted pool, we're giving away 50 $DFRUIT &amp; 1000 $DOGE with ! To Apply: - Stake in the DFRUIT/TREAT pool on - Follow and - Tag 3 friends!",Positive
Wed Sep 07 12:18:14 +0000 2022,UstcClassic,94,392,2655,False,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOGE 2021 - You missed $SHIB In 2022, dont miss ..?",Neutral
Sat Sep 17 23:20:41 +0000 2022,MarshallHayner,110,263,35618,False,"Metal blockchain mainnet bridge is about to go live, bringing PoS and smart contracts to the largest PoW chains in the world, increasing speed and reducing energy consumption by 99.99% along with trust-less bridging, it's time to get $METAL $ETH $DOGE",Positive
Mon Sep 05 05:03:59 +0000 2022,MariusCrypt0,229,2091,168072,False,"70% of crypto investors dont understand this: $ETH $ADA $SOL $DOGE $XRP $AVAX $SAND did a 100x last year &amp; it wont ever happen again, not even a 20x. Those coins that have done a 100x already are the worst ones to own. Get rid of the old stuff and get the next 100x!",Negative
Thu Sep 22 12:57:40 +0000 2022,BSCGemsAlert,90,374,587850,False,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss",Positive
Tue Sep 13 12:53:05 +0000 2022,EduardBrichuk,136,527,37251,False,$AMC $GME $SPY $APE $BTC $DOGE and every single ticker with the market fell. How does $AMC $APE and $GME fall when no one is selling? $APE still havent been delivered. Crime in plain sight.,Negative
Thu Sep 08 19:41:13 +0000 2022,Gemini,110,320,554224,False,"on , an Ethereum-based alternative to Dogecoin $DOGE. $SHIB is an ERC-20 utility token compliant with the ETH network. It can be used for staking and liquidity mining. Check out the $SHIB price page to learn more:",Neutral
Fri Sep 09 13:56:15 +0000 2022,CoinHubCC,23,214,53026,False,Are you team $DOGE or team $SHIB?,Neutral
Tue Sep 13 21:35:41 +0000 2022,pnxgrp,245,230,33743,False,TOP $BNB CHAIN PROJECTS BY SOCIAL ACTIVITY $UNI $QUACK $DOGE $CAKE $KIBA $AVAX $MATIC $FLOKI $PETS,Neutral
Tue Sep 13 10:35:34 +0000 2022,BCHfools,178,387,4114,False,$DC $Doge earn high APY by bridging your DC and wDoge into ecosystem inside smartBCH.,Positive
Mon Sep 05 04:07:42 +0000 2022,UstcClassic,105,454,2655,False,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOGE 2021 - You missed $SHIB In 2022, dont miss ..?",Neutral
Wed Sep 07 13:11:30 +0000 2022,TKralow,48,171,147999,False,"Would you rather buy $1,000 of $SHIB or $DOGE?",Neutral
Sat Sep 03 13:58:18 +0000 2022,iambroots,24,145,109787,False,My prediction of Top 10 rankings end of next cycle w/o stable coins. Whats your list? 1. 2. 3. 4. $Doge 5. $BNB 6. $DOT 7. $ADA 8. $CULT 9. Fill B4 Shill 10. $HEX,Neutral
Sat Sep 17 19:02:26 +0000 2022,TheMoonCarl,125,1122,1502264,False,Choose your team: Team Team $BTC $ETH $MANA $SAND $DOGE $SHIB $SOL $MATIC,Neutral
Tue Sep 06 00:14:19 +0000 2022,CryptoGemSaturn,33,83,75,False,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $KASTA In 2022, dont miss _____.",Neutral
Sun Sep 11 07:06:54 +0000 2022,Core_002,336,1472,987731,False,"2014 - You missed $BTC 2015 - You missed $DOGE 2016 - You missed $XRP 2017 - You missed $ETH 2018 - You missed $ADA 2019 - You missed $BNB 2020 - You missed $LINK 2021 - You missed $DOT Loading... In 2022, dont miss $CORE.",Positive
Mon Sep 26 12:51:33 +0000 2022,TheMoonCarl,144,898,1502264,False,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, dont miss",Positive
Tue Sep 13 07:06:28 +0000 2022,BSCGemsAlert,56,216,587850,False,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss $_____",Neutral
Sun Sep 11 01:08:41 +0000 2022,MattWallace888,123,531,2310382,False,Matt Wallace Dogecoin Now Trending!!! :) Everyone who tweets those 3 words is getting a ton of likes. A Lot More $Doge To Send! Taking A While But Will Get To Everyone. Love you guys!,Positive
Thu Sep 15 09:13:58 +0000 2022,dogecoin,613,3016,4367616,False,Much congratz to and everyone involved in the merge. Wow.,Positive
Thu Sep 15 07:54:05 +0000 2022,alee,41,193,14263,False,". while were at humble beginnings, 0.19% of the dogecoin supply is on , being used to trade coins &amp; nfts; soon, more defi apps &amp; native stablecoins will also be deployed on Dogechain",Positive
Thu Sep 15 10:07:01 +0000 2022,ercwl,67,504,165652,False,The current stock-to-flow of various assets (higher is better): Platinum: 0.4 Palladium: 1 Diamonds: 19 Dogecoin: 24 Litecoin: 26 Silver: 33 Gold: 58 Bitcoin: 58 ETH: 195,Positive
Mon Sep 19 03:49:43 +0000 2022,AltcoinDailyio,41,437,1893049,False,has FLIPPED &amp; become a TOP 10 .,Positive
Mon Sep 19 06:35:18 +0000 2022,AltcoinDailyio,46,479,1893049,False,has crashed 75% against since Elon Musk's SNL appearance.,Negative
Sat Sep 17 11:04:55 +0000 2022,memecoin_degens,47,97,118858,False,Leaderboard Projects By Galaxy Score $PIT $HODL $DOGE $KIBA $MONSTA $MILO $CATE $DOGEC,Neutral
Wed Sep 21 11:46:26 +0000 2022,MySecretSign,37,138,1546,False,"I don't know how much 1 would cost! But i will cover 10,000 USDT equivalence in or to help Iranian people Any help from our fam?",Positive
Sun Sep 18 16:34:12 +0000 2022,IanJeffreys1,18,49,555,False,"Hello Protonians! Do only good everyday. To celebrate the $DOGE- $METAL farm I am giving away 21,000 $MAGIC tokens to the first 10 people to like and reply with the their proton account. $XPR $MTL $METAL $DOGE",Positive
Mon Sep 19 16:58:51 +0000 2022,camolNFT,11,197,58003,False,Knowledge acquired from two days on the blockchain: Blue chips: Ethereum Cardano Potentially a soft rug: Solana Polygon Almost definitely a rug: Dogecoin XRP Rugs: Bitcoin Will update this list with time,Negative
Sat Sep 10 14:22:39 +0000 2022,NFTherder,16,86,45161,False,vitalik buterin was only 19 when he founded ethereum. shiba inu kabosu was only 5 when she made dogecoin. satoshi nakamoto was only 2 years old when creating bitcoin. its too late. you need to give up,Negative
Sat Sep 24 02:23:04 +0000 2022,MattWallace888,143,1378,2310382,False,DOGECOIN BACK TO 6.9!!!!!!,Positive
Sat Sep 24 01:16:22 +0000 2022,MattWallace888,138,940,2310394,,STARTING TO SPIKE !!!!!!!!!!!!!!!!!,Positive
Mon Sep 05 03:43:06 +0000 2022,BscSuperAltcoin,158,151,93300,False,". I'm buying at is a new decentralized metaverse and multichain platform In September, listing on the new top exchange and on Follow now",Positive
Sat Sep 03 16:02:13 +0000 2022,comparemcap,147,255,30409,False,"If $VOLT reaches $DOGE's current market cap, its price would be $0.00018. That makes 225x! You can now compare Volt Inu and Dogecoin with over 3500 coins at",Neutral
Mon Sep 12 22:08:31 +0000 2022,DogecoinFdn,30,85,52886,False,What do you think shibes will use the Doge-Ethereum bridge by for?,Positive
Thu Sep 15 19:57:19 +0000 2022,AltcoinDailyio,156,1277,1893049,False,is now the second largest proof-of-work crypto.,Neutral
Fri Sep 09 07:17:00 +0000 2022,TheCryptoLark,66,541,1392738,False,$shib vs $doge,Neutral
Sat Sep 03 16:02:13 +0000 2022,comparemcap,147,255,30409,False,"If $VOLT reaches $DOGE's current market cap, its price would be $0.00018. That makes 225x! You can now compare Volt Inu and Dogecoin with over 3500 coins at",Neutral
Mon Sep 12 07:27:24 +0000 2022,LunarCrush,55,105,312752,False,Two days left until the . Here are the current top 10 coins by social contributors over the past week: 1 $eth 2 $btc 3 $sol 4 $lunc 5 $quack 6 $doge 7 $ada 8 $bnb 9 $shib $avax,Neutral
Sun Sep 04 23:57:50 +0000 2022,davidgokhshtein,36,393,801702,False,Jim Cramer said you shouldnt buy $DOGE.,Negative
Wed Sep 07 18:30:30 +0000 2022,ReutersLegal,843,1867,98900,False,"The $258 billion racketeering lawsuit filed in a Manhattan federal court accused Elon Musk and the entities he owns of running a pyramid scheme by driving up the price of Dogecoin more than 36,000% over two years and then let it crash.",Negative
Thu Sep 15 23:30:07 +0000 2022,BSCNews,921,2599,1286542,False,How did the top perform over the past 7 days ? We aggregated the weekly growth rate in price and social engagements of top trending meme coins! Check it out below,Neutral
Mon Sep 19 08:55:54 +0000 2022,_bitcoiner,17,65,32063,False,"dogecoin is trending and just broke top 10 again comment """" if u want some",Positive
Fri Sep 09 01:32:25 +0000 2022,BTCTN,49,197,3149593,False,The $258 billion lawsuit filed against Elon Musk and Tesla over their promotion has grown with new $DOGE investors and defendants added.,Negative
Sun Sep 04 12:42:17 +0000 2022,cb_doge,95,286,1445549,False,Just a reminder to all those media channels &amp; exchanges which are misguiding everyone on . Dogecoin is not a token. It has it's own blockchain &amp; much utility. Dogecoin is the peoples crypto. Period.,Positive
Tue Sep 06 17:51:30 +0000 2022,MilgateTyler,14,76,10032,False,Good afternoon $doge fam I hope everyone is having a wonderful day Don't forget it's tipping Tuesday and 1 Doge = 1 Doge Love ya'll,Positive
Thu Sep 08 15:10:31 +0000 2022,coingecko,90,531,2283635,False,$DOGE vs $SHIB battling for number 11 spot by market cap! Are you team DOGE or team SHIB?,Neutral
Mon Sep 05 19:38:02 +0000 2022,GreatMoonshot,56,127,7136,False,Top by SOCIAL ENGAGEMENT (05/09/22) $SHIB $QUACK $KIBA $FLOKI $TSUKA $VOLT $HODL $SUZUME $PULI Do you any of these ? Tell us down bellow Follow us for daily market updates $LCX $DOGE,Neutral
Fri Sep 02 06:51:00 +0000 2022,JakeGagain,117,710,388195,False,"$DOGE WAS FIRST, $SHIB WAS SECOND &amp; __________ WILL BE NEXT!",Positive
Mon Sep 05 21:37:31 +0000 2022,GreatMoonshot,16,77,7136,False,What is due to blow? Tell us your gem $BNB $TSUKA $CULT $LCX $TIA $SUZUME $VOLT $PULI $RISE $KIBA $MARVIN $DOGE,Neutral
Tue Sep 06 19:20:21 +0000 2022,DogechainFamily,65,336,91578,False,"Shibes, check out the August Highlights: +17.9 Million transactions +221k Wallets +332 Million $DOGE Bridged over +100 dApps building on chain + $57 Million peak 24 hour volume on $DC $DC listed on 10 Centralised exchanges",Positive
Thu Sep 08 13:01:18 +0000 2022,DogechainFamily,169,526,91578,False,"project spotlight had over 1,000 $DOGE fans listening on the day &amp; around 9000 in total listened to the recording Tomorrow 17:00 UTC we will showcase more ecosystem projects. Will you join us?",Positive
Tue Sep 13 04:14:59 +0000 2022,BagBitcoin,62,48,635,False,Happy to all my . 5min claim increased in App: Here is some doge for lovers airdrop .01 DOGE 100 $Doge,Positive
Sat Sep 03 07:00:24 +0000 2022,cryptojack,37,128,449988,False,Which are you most bullish on this NEW month ? - $BTC - $ETH - $SOL - $XRP - $ADA - $VPAD - $VET - $SHIB - $MATIC - $DOGE - $EGLD - $MANA - $GALA - $SAND Let me know,Positive
Mon Sep 05 07:29:50 +0000 2022,Pablo_cro,319,208,83713,False,MAKE YOUR CRYPTO TOKEN DEFLATIONARY $VOLT,Neutral
Thu Sep 08 00:44:59 +0000 2022,Pablo_cro,198,147,83713,False,TO BULLISH TO SLEEP COME TO THE CRO SHOW TONIGHT AT 10pm EST YOUTUBE,Positive
Wed Sep 07 09:42:18 +0000 2022,BDCryptoGuru,134,789,124087,False,$SHIB Will Surpass Dogecoin,Negative
Fri Sep 23 23:55:25 +0000 2022,TheStalwart,24,688,410070,False,"People who say dogecoin has no use. Ok wise guy, what currency are you going to use to pay miners to verify transactions on on the dogecoin blockchain? Checkmate",Positive
Fri Sep 23 20:42:08 +0000 2022,MattWallace888,87,652,2310383,False,Dogecoin Up 12% in The Last 5 Days,Positive
Mon Sep 19 08:50:52 +0000 2022,MattWallace888,54,529,2310383,False,Dogecoin Floor: 5 Cents Dogecoin Ceiling: Infinity,Positive
Thu Sep 22 01:11:01 +0000 2022,MattWallace888,83,813,2310383,False,Dogecoin is massively outperforming Ethereum right now!,Positive
Sat Oct 29 17:58:37 +0000 2022,MMCrypto,363,2833,1725530,False,I BOUGHT $400000 IN $DOGE !!,Positive
Sun Oct 30 15:34:59 +0000 2022,MartiniGuyYT,260,1736,687755,False,BREAKING: TO REBRAND TWITTER AS $DOGE - Sauces,Positive
Sat Oct 29 15:05:47 +0000 2022,CryptoInsightsX,685,1818,120453,False,Most Visited Projects on last 24h $QUACK $BTC 4 $DOGE,Neutral
Sat Oct 29 15:42:08 +0000 2022,crypto_bitlord7,121,1026,410853,False,"$DOGE is not a shitcoin. It is the future of crypto currency, a multi billion dollar meme Dogecoin has now doubled in 5 days and up 50% since yesterday",Positive
Sun Oct 30 05:31:09 +0000 2022,MMCrypto,367,4037,1725530,False,$DOGE purchase: smart or dumb?,Neutral
Thu Oct 27 20:49:13 +0000 2022,SmallCapScience,152,530,108245,False,"The blockbuster deal between and Twitter is being underestimated by the web 3 community. I've been reading between the lines and believe $DOGE. $SHIB, $DC, and $BONE are about to lead the crypto markets. Here's why $DOGE is a killer!",Positive
Sat Oct 29 15:15:56 +0000 2022,cometcalls,15,56,111739,False,my whole watchlist green $btc $eth $dosa $croge $doge,Positive
Sat Oct 29 14:33:02 +0000 2022,itsALLrisky,221,891,373832,False,"Congratulations holders! $DOGE is rising FAST, with no end in sight This could only be the beginning for ! TO THE MOON!",Positive
Fri Oct 28 11:14:51 +0000 2022,crypto_bitlord7,138,1083,410853,False,"If $DOGE pumps like it did in the past, that will leave us at approximately $28 per a dogecoin",Positive
Sat Oct 29 07:51:39 +0000 2022,Ashcryptoreal,93,596,1812006,False,THIS $DOGE PUMP IS EPIC,Positive
Sun Oct 30 13:04:45 +0000 2022,PeterLBrandt,278,2101,796252,False,"This is called a bear channel, the upside violation of which has ended the bear market that began at the May 2021 high $DOGE",Neutral
Sat Oct 29 15:53:06 +0000 2022,trader1sz,50,556,659499,False,$PYR $INJ $SUSHI all about to do a $DOGE move,Positive
Sat Oct 29 10:01:47 +0000 2022,bsc_daily,82,315,800614,False,Top Gainers in Ecosystem Last 24 Hours $CEEK $DOGE $GTC $SFM $SHIB $MINIFOOTBALL $PIG $APE $CELR $C98,Positive
Sun Oct 30 10:17:38 +0000 2022,bsc_daily,91,298,800614,False,Top Gainers in Ecosystem Last 24 Hours $MARVIN $BOXC $CHH $ELON $DOGE $MASK $ZINU $KIBA $SHIB $BABYDOGE,Positive
Sun Oct 30 15:33:22 +0000 2022,catandradec,44,374,56633,False,Are you buying more Dogecoin today?,Neutral
Sun Oct 30 19:32:41 +0000 2022,DogeClub_NFT,112,305,13693,False,DOGE TO THE MOON,Positive
Sat Oct 29 15:42:08 +0000 2022,crypto_bitlord7,121,1026,410853,False,"$DOGE is not a shitcoin. It is the future of crypto currency, a multi billion dollar meme Dogecoin has now doubled in 5 days and up 50% since yesterday",Positive
Sat Oct 29 15:05:47 +0000 2022,CryptoInsightsX,685,1818,120453,False,Most Visited Projects on last 24h $QUACK $BTC 4 $DOGE,Neutral
Sat Oct 29 17:08:21 +0000 2022,ShiLLin_ViLLian,15,220,150637,False,Elon pumped dogecoin,Positive
Sat Oct 29 15:41:05 +0000 2022,MartiniGuyYT,34,174,687755,False,MY $DOGE TRADE IS FLYING,Positive
Sat Oct 29 17:52:20 +0000 2022,MartiniGuyYT,54,397,687755,False,"MY $DOGE TRADE IS NOW $12,700 IN PROFIT AFTER 4 HOURS",Positive
Sun Oct 30 16:17:28 +0000 2022,TheGemHunters,54,128,74722,False,TOP 10 MEME BY SOCIAL DOMINANCE 30.10.2022 1 $DOGE 2 $SHIB 3 $QUACK 4 5 $PULI 6 $FLOKI 7 $TSUKA 8 $SPKY 9 $KIBA $ELON,Positive
Thu Oct 27 17:34:14 +0000 2022,TheGemHunters,147,221,74722,False,TOP 10 MEME TOKENS BY SOCIAL SCORE 27.10.2022 1 $QUACK 2 $DOGE 3 $SHIB 4 5 $FLOKI 6 $TSUKA 7 $MONSTA 8 $PULI 9 $CATE $VINU,Positive
Thu Oct 27 20:00:00 +0000 2022,BitKanOfficial,64,302,55299,False,"2013 - You missed $BTC 2014 - You missed $DOGE 2015 - You missed $XRP 2016 - You missed $ETH 2017 - You missed $ADA 2018 - You missed $BNB 2019 - You missed $LINK 2020 - You missed $DOT 2021 - You missed $SHIB In 2022, don't miss ________",Positive
Fri Oct 28 14:32:35 +0000 2022,CryptoKaleo,28,380,699194,False,$DOGE back to 30 cents in '23,Positive
Thu Oct 27 12:40:39 +0000 2022,070guy,23,53,43893,False,"Lets keep $Doge trending! Like, retweet and drop your meme Im be sure to download if you like to receive a tip",Positive
Sat Oct 29 02:26:45 +0000 2022,itsalldodgy,81,934,10123,False,"Do you have more than 140,000 $DOGE?",Neutral
